"exporter_iso3c","exporter_country","importer_iso3c","importer_country","hs6","year","hs_version","total_q","total_v"
"AFG","Afghanistan","CAN","Canada","030627",2018,"HS12",0.15,2.281
"AGO","Angola","ESP","Spain","030616",2018,"HS12",522.896,2638.2
"AGO","Angola","ESP","Spain","030617",2018,"HS12",1259.018,17580.03
"AGO","Angola","NAM","Namibia","030617",2018,"HS12",0.066,0.627
"AGO","Angola","PRT","Portugal","030617",2018,"HS12",728.778,7558.619
"ALB","Albania","CHE","Switzerland","030617",2018,"HS12",0.252,4.042
"ALB","Albania","DNK","Denmark","030617",2018,"HS12",18.58,193.93
"ALB","Albania","ESP","Spain","030617",2018,"HS12",152.836,832.199
"ALB","Albania","EST","Estonia","160529",2018,"HS12",520.464,8516.538
"ALB","Albania","FRA","France","030617",2018,"HS12",1.698,16.135
"ALB","Albania","ITA","Italy","030617",2018,"HS12",152.088,2510.818
"ALB","Albania","ITA","Italy","160521",2018,"HS12",5.886,82.345
"ALB","Albania","ITA","Italy","160529",2018,"HS12",2.189,23.517
"ALB","Albania","MNE","Montenegro","030617",2018,"HS12",2.432,16.939
"ALB","Albania","SRB","Serbia","030617",2018,"HS12",14.233,106.946
"ALB","Albania","SRB","Serbia","030627",2018,"HS12",0.636,13.709
"ALB","Albania","SWE","Sweden","160521",2018,"HS12",2202,20185.691
"ARE","United Arab Emirates","AFG","Afghanistan","030616",2018,"HS12",5.495,84.909
"ARE","United Arab Emirates","AFG","Afghanistan","030617",2018,"HS12",24.216,197.057
"ARE","United Arab Emirates","AFG","Afghanistan","030626",2018,"HS12",12.662,25.139
"ARE","United Arab Emirates","AFG","Afghanistan","030627",2018,"HS12",0.317,3.164
"ARE","United Arab Emirates","AFG","Afghanistan","160521",2018,"HS12",13.894,37.121
"ARE","United Arab Emirates","AFG","Afghanistan","160529",2018,"HS12",179.585,304.376
"ARE","United Arab Emirates","AZE","Azerbaijan","030616",2018,"HS12",4.652,59.642
"ARE","United Arab Emirates","AZE","Azerbaijan","030617",2018,"HS12",3.251,28.898
"ARE","United Arab Emirates","AZE","Azerbaijan","030626",2018,"HS12",2.42,25.767
"ARE","United Arab Emirates","AZE","Azerbaijan","030627",2018,"HS12",3.335,35.803
"ARE","United Arab Emirates","BHR","Bahrain","030616",2018,"HS12",1.399,8.36
"ARE","United Arab Emirates","BHR","Bahrain","030617",2018,"HS12",117.944,1027.748
"ARE","United Arab Emirates","BHR","Bahrain","030627",2018,"HS12",22.919,227.253
"ARE","United Arab Emirates","BHR","Bahrain","160521",2018,"HS12",0.372,5.686
"ARE","United Arab Emirates","BHR","Bahrain","160529",2018,"HS12",25.167,207.877
"ARE","United Arab Emirates","CAF","Central African Republic","030617",2018,"HS12",40.18,313.722
"ARE","United Arab Emirates","CAN","Canada","160521",2018,"HS12",27.394,216.624
"ARE","United Arab Emirates","CHE","Switzerland","030617",2018,"HS12",1.24,37.489
"ARE","United Arab Emirates","CHE","Switzerland","160529",2018,"HS12",0.2,4.922
"ARE","United Arab Emirates","CHN","China","160521",2018,"HS12",0.98,13.223
"ARE","United Arab Emirates","CHN","China","160529",2018,"HS12",1.974,56.04
"ARE","United Arab Emirates","DJI","Djibouti","160521",2018,"HS12",8.823,40.934
"ARE","United Arab Emirates","DJI","Djibouti","160529",2018,"HS12",0.321,3.781
"ARE","United Arab Emirates","EGY","Egypt","030616",2018,"HS12",343.075,1265.286
"ARE","United Arab Emirates","EGY","Egypt","030617",2018,"HS12",3534.218,113082.018
"ARE","United Arab Emirates","EGY","Egypt","160521",2018,"HS12",4152.525,22419.063
"ARE","United Arab Emirates","EGY","Egypt","160529",2018,"HS12",7396.655,42867.097
"ARE","United Arab Emirates","ERI","Eritrea","030617",2018,"HS12",2,13.839
"ARE","United Arab Emirates","ERI","Eritrea","160521",2018,"HS12",2.985,21.541
"ARE","United Arab Emirates","ERI","Eritrea","160529",2018,"HS12",2,17.971
"ARE","United Arab Emirates","ETH","Ethiopia","030617",2018,"HS12",3.558,12.201
"ARE","United Arab Emirates","ETH","Ethiopia","160529",2018,"HS12",96.634,850.654
"ARE","United Arab Emirates","FJI","Fiji","030627",2018,"HS12",10.687,64.782
"ARE","United Arab Emirates","FRA","France","030616",2018,"HS12",10.828,46.858
"ARE","United Arab Emirates","FRA","France","160529",2018,"HS12",21.3,128.64
"ARE","United Arab Emirates","GEO","Georgia","030616",2018,"HS12",0.041,0.606
"ARE","United Arab Emirates","GEO","Georgia","030617",2018,"HS12",0.636,13.849
"ARE","United Arab Emirates","GEO","Georgia","030626",2018,"HS12",1.451,22.841
"ARE","United Arab Emirates","GEO","Georgia","030627",2018,"HS12",0.951,17.155
"ARE","United Arab Emirates","GEO","Georgia","160529",2018,"HS12",0.039,0.522
"ARE","United Arab Emirates","IND","India","030617",2018,"HS12",61.785,634.726
"ARE","United Arab Emirates","IND","India","160521",2018,"HS12",33,217.607
"ARE","United Arab Emirates","IRN","Iran","030617",2018,"HS12",61.213,278.013
"ARE","United Arab Emirates","IRN","Iran","030627",2018,"HS12",0.58,1.579
"ARE","United Arab Emirates","IRN","Iran","160521",2018,"HS12",0.1,1.906
"ARE","United Arab Emirates","IRQ","Iraq","160521",2018,"HS12",1.669,20.139
"ARE","United Arab Emirates","IRQ","Iraq","160529",2018,"HS12",27.195,86.621
"ARE","United Arab Emirates","JOR","Jordan","030616",2018,"HS12",18.227,112.588
"ARE","United Arab Emirates","JOR","Jordan","030617",2018,"HS12",270.423,2793.761
"ARE","United Arab Emirates","JOR","Jordan","030627",2018,"HS12",0.686,3.682
"ARE","United Arab Emirates","JOR","Jordan","160521",2018,"HS12",2.05,18.452
"ARE","United Arab Emirates","KEN","Kenya","030616",2018,"HS12",0.709,6.265
"ARE","United Arab Emirates","KEN","Kenya","030617",2018,"HS12",0.526,5.246
"ARE","United Arab Emirates","KEN","Kenya","160521",2018,"HS12",0.66,11.789
"ARE","United Arab Emirates","KOR","South Korea","030617",2018,"HS12",0.005,0.303
"ARE","United Arab Emirates","KOR","South Korea","160529",2018,"HS12",0.012,0.226
"ARE","United Arab Emirates","KWT","Kuwait","030616",2018,"HS12",337.253,2315.24
"ARE","United Arab Emirates","KWT","Kuwait","030617",2018,"HS12",1635.722,12469.521
"ARE","United Arab Emirates","KWT","Kuwait","030627",2018,"HS12",111.816,865.523
"ARE","United Arab Emirates","KWT","Kuwait","160521",2018,"HS12",2.928,12.617
"ARE","United Arab Emirates","KWT","Kuwait","160529",2018,"HS12",44.468,350.79
"ARE","United Arab Emirates","LBN","Lebanon","030616",2018,"HS12",74.292,332.519
"ARE","United Arab Emirates","LBN","Lebanon","030617",2018,"HS12",3.561,13.377
"ARE","United Arab Emirates","LBN","Lebanon","160521",2018,"HS12",26.339,129.832
"ARE","United Arab Emirates","LBN","Lebanon","160529",2018,"HS12",14.409,93.271
"ARE","United Arab Emirates","MAR","Morocco","030616",2018,"HS12",58.2,346.307
"ARE","United Arab Emirates","MAR","Morocco","030617",2018,"HS12",264.04,877.273
"ARE","United Arab Emirates","MAR","Morocco","160521",2018,"HS12",21.471,25.214
"ARE","United Arab Emirates","MAR","Morocco","160529",2018,"HS12",3.38,34.514
"ARE","United Arab Emirates","MDV","Maldives","030616",2018,"HS12",2.938,29.255
"ARE","United Arab Emirates","MDV","Maldives","030617",2018,"HS12",63.577,1400.117
"ARE","United Arab Emirates","MDV","Maldives","030626",2018,"HS12",2.904,34.547
"ARE","United Arab Emirates","MDV","Maldives","030627",2018,"HS12",11.278,160.631
"ARE","United Arab Emirates","MDV","Maldives","160521",2018,"HS12",44.395,54.747
"ARE","United Arab Emirates","MDV","Maldives","160529",2018,"HS12",11.835,24.444
"ARE","United Arab Emirates","MEX","Mexico","160521",2018,"HS12",10.81,278.337
"ARE","United Arab Emirates","MLI","Mali","030617",2018,"HS12",19.203,304.425
"ARE","United Arab Emirates","MOZ","Mozambique","160529",2018,"HS12",0.05,0.824
"ARE","United Arab Emirates","MUS","Mauritius","030616",2018,"HS12",18.667,89.677
"ARE","United Arab Emirates","MUS","Mauritius","030617",2018,"HS12",16.776,99.734
"ARE","United Arab Emirates","MYS","Malaysia","030617",2018,"HS12",48,191.666
"ARE","United Arab Emirates","MYS","Malaysia","160529",2018,"HS12",27.5,23.379
"ARE","United Arab Emirates","NGA","Nigeria","160529",2018,"HS12",16.851,83.098
"ARE","United Arab Emirates","OMN","Oman","030616",2018,"HS12",73.918,623.37
"ARE","United Arab Emirates","OMN","Oman","030617",2018,"HS12",1228.447,7074.781
"ARE","United Arab Emirates","OMN","Oman","030627",2018,"HS12",14.876,39.625
"ARE","United Arab Emirates","OMN","Oman","160521",2018,"HS12",29.586,180.816
"ARE","United Arab Emirates","OMN","Oman","160529",2018,"HS12",78.527,255.517
"ARE","United Arab Emirates","PAK","Pakistan","030616",2018,"HS12",0.531,9.287
"ARE","United Arab Emirates","PAK","Pakistan","030617",2018,"HS12",11.111,150.904
"ARE","United Arab Emirates","PAK","Pakistan","160529",2018,"HS12",39.185,134.972
"ARE","United Arab Emirates","SAU","Saudi Arabia","030616",2018,"HS12",1744.881,33002.342
"ARE","United Arab Emirates","SAU","Saudi Arabia","030617",2018,"HS12",6132.052,61600.443
"ARE","United Arab Emirates","SAU","Saudi Arabia","030626",2018,"HS12",15.368,119.589
"ARE","United Arab Emirates","SAU","Saudi Arabia","030627",2018,"HS12",183.592,1158.644
"ARE","United Arab Emirates","SAU","Saudi Arabia","160521",2018,"HS12",40.81,229.818
"ARE","United Arab Emirates","SAU","Saudi Arabia","160529",2018,"HS12",614.171,5037.609
"ARE","United Arab Emirates","SDN","Sudan","030617",2018,"HS12",16,61.466
"ARE","United Arab Emirates","SEN","Senegal","160529",2018,"HS12",42.585,8.896
"ARE","United Arab Emirates","SGP","Singapore","160521",2018,"HS12",0.163,0.185
"ARE","United Arab Emirates","SOM","Somalia","160529",2018,"HS12",0.05,0.513
"ARE","United Arab Emirates","SYC","Seychelles","030616",2018,"HS12",0.946,0.415
"ARE","United Arab Emirates","SYC","Seychelles","030617",2018,"HS12",21.833,200.32
"ARE","United Arab Emirates","SYC","Seychelles","030626",2018,"HS12",0.26,3.299
"ARE","United Arab Emirates","SYC","Seychelles","030627",2018,"HS12",4.354,158.981
"ARE","United Arab Emirates","SYC","Seychelles","160521",2018,"HS12",2.11,1.109
"ARE","United Arab Emirates","SYC","Seychelles","160529",2018,"HS12",4.312,18.367
"ARE","United Arab Emirates","THA","Thailand","160529",2018,"HS12",0.002,0.138
"ARE","United Arab Emirates","TKM","Turkmenistan","030617",2018,"HS12",2.815,32.46
"ARE","United Arab Emirates","TUN","Tunisia","030617",2018,"HS12",62.026,546.452
"ARE","United Arab Emirates","TUN","Tunisia","160521",2018,"HS12",5.504,27.43
"ARE","United Arab Emirates","TUN","Tunisia","160529",2018,"HS12",185.775,991.428
"ARE","United Arab Emirates","TUR","Turkey","030617",2018,"HS12",1.1,6.797
"ARE","United Arab Emirates","TWN","Taiwan","160529",2018,"HS12",6.16,28.424
"ARE","United Arab Emirates","TZA","Tanzania","030617",2018,"HS12",0.148,0.227
"ARE","United Arab Emirates","TZA","Tanzania","160521",2018,"HS12",0.3,0.166
"ARE","United Arab Emirates","TZA","Tanzania","160529",2018,"HS12",6.95,25.204
"ARE","United Arab Emirates","USA","United States","030617",2018,"HS12",36.087,403.647
"ARE","United Arab Emirates","USA","United States","160521",2018,"HS12",154.316,1287.878
"ARE","United Arab Emirates","USA","United States","160529",2018,"HS12",0.012,0.01
"ARE","United Arab Emirates","UZB","Uzbekistan","030616",2018,"HS12",1.583,21.82
"ARE","United Arab Emirates","UZB","Uzbekistan","030626",2018,"HS12",0.9,10.038
"ARE","United Arab Emirates","VNM","Vietnam","030617",2018,"HS12",1301.315,5994.426
"ARE","United Arab Emirates","VNM","Vietnam","160521",2018,"HS12",1091.36,2350.083
"ARE","United Arab Emirates","VNM","Vietnam","160529",2018,"HS12",52.3,1329.094
"ARE","United Arab Emirates","ZAF","South Africa","030617",2018,"HS12",0.027,1.243
"ARG","Argentina","AGO","Angola","030617",2018,"HS12",26.088,196.792
"ARG","Argentina","ALB","Albania","030617",2018,"HS12",106.488,885.412
"ARG","Argentina","ARE","United Arab Emirates","030616",2018,"HS12",2.086,15.502
"ARG","Argentina","ARE","United Arab Emirates","030617",2018,"HS12",133.722,778.253
"ARG","Argentina","ARE","United Arab Emirates","160529",2018,"HS12",0.17,2.214
"ARG","Argentina","ARM","Armenia","030617",2018,"HS12",0.012,0.13
"ARG","Argentina","AUS","Australia","030617",2018,"HS12",8.713,83.327
"ARG","Argentina","AUS","Australia","160529",2018,"HS12",7.512,89.312
"ARG","Argentina","AUT","Austria","030617",2018,"HS12",26.582,330.304
"ARG","Argentina","AUT","Austria","030627",2018,"HS12",0.61,11.413
"ARG","Argentina","AUT","Austria","160521",2018,"HS12",9.011,132.501
"ARG","Argentina","AUT","Austria","160529",2018,"HS12",0.119,2.802
"ARG","Argentina","AZE","Azerbaijan","030617",2018,"HS12",1.729,13.675
"ARG","Argentina","BEL","Belgium","030617",2018,"HS12",783.494,7751.448
"ARG","Argentina","BEL","Belgium","030626",2018,"HS12",3.27,39.589
"ARG","Argentina","BEL","Belgium","160529",2018,"HS12",0.004,0.326
"ARG","Argentina","BIH","Bosnia & Herzegovina","030617",2018,"HS12",12.042,107.817
"ARG","Argentina","BLR","Belarus","030617",2018,"HS12",0.504,3.7
"ARG","Argentina","BOL","Bolivia","030617",2018,"HS12",15.663,88.294
"ARG","Argentina","CAN","Canada","030616",2018,"HS12",21.369,197.274
"ARG","Argentina","CAN","Canada","030617",2018,"HS12",41.104,346.438
"ARG","Argentina","CAN","Canada","030627",2018,"HS12",4.307,142.125
"ARG","Argentina","CAN","Canada","160521",2018,"HS12",1.361,16.274
"ARG","Argentina","CHE","Switzerland","030616",2018,"HS12",7.224,91.207
"ARG","Argentina","CHE","Switzerland","030617",2018,"HS12",47.369,658.59
"ARG","Argentina","CHE","Switzerland","030627",2018,"HS12",0.06,0.664
"ARG","Argentina","CHE","Switzerland","160529",2018,"HS12",0.624,5.52
"ARG","Argentina","CHL","Chile","030616",2018,"HS12",4.508,68.302
"ARG","Argentina","CHL","Chile","030617",2018,"HS12",55.568,406.056
"ARG","Argentina","CHN","China","030616",2018,"HS12",567.657,3615.88
"ARG","Argentina","CHN","China","030617",2018,"HS12",47414.703,336055.396
"ARG","Argentina","CHN","China","160521",2018,"HS12",0.05,0.185
"ARG","Argentina","CRI","Costa Rica","030617",2018,"HS12",262.915,1908.191
"ARG","Argentina","CZE","Czechia","030616",2018,"HS12",0.11,1.499
"ARG","Argentina","CZE","Czechia","030617",2018,"HS12",22.458,239.019
"ARG","Argentina","CZE","Czechia","030627",2018,"HS12",0.72,8.631
"ARG","Argentina","CZE","Czechia","160529",2018,"HS12",0.6,5.964
"ARG","Argentina","DEU","Germany","030616",2018,"HS12",1.598,16.524
"ARG","Argentina","DEU","Germany","030617",2018,"HS12",457.48,5052.783
"ARG","Argentina","DEU","Germany","030627",2018,"HS12",0.759,7.547
"ARG","Argentina","DEU","Germany","160521",2018,"HS12",0.514,5.224
"ARG","Argentina","DEU","Germany","160529",2018,"HS12",3.422,77.317
"ARG","Argentina","DNK","Denmark","030617",2018,"HS12",189.92,1545.554
"ARG","Argentina","DOM","Dominican Republic","030616",2018,"HS12",81.61,723.035
"ARG","Argentina","DOM","Dominican Republic","030617",2018,"HS12",88.795,647.876
"ARG","Argentina","DZA","Algeria","030617",2018,"HS12",162.336,1007.278
"ARG","Argentina","ESP","Spain","030617",2018,"HS12",58696.699,384690.967
"ARG","Argentina","ESP","Spain","160529",2018,"HS12",8.774,134.913
"ARG","Argentina","EST","Estonia","030617",2018,"HS12",1.097,12.333
"ARG","Argentina","FIN","Finland","030617",2018,"HS12",0.804,10.08
"ARG","Argentina","FRA","France","030616",2018,"HS12",2.134,18.911
"ARG","Argentina","FRA","France","030617",2018,"HS12",2271.391,16651.052
"ARG","Argentina","FRA","France","030626",2018,"HS12",81.793,1099.66
"ARG","Argentina","FRA","France","160521",2018,"HS12",0.286,3.022
"ARG","Argentina","GBR","United Kingdom","030617",2018,"HS12",100.952,1028.779
"ARG","Argentina","GRC","Greece","030617",2018,"HS12",1041.01,7472.542
"ARG","Argentina","GTM","Guatemala","030616",2018,"HS12",992.614,6653.682
"ARG","Argentina","GTM","Guatemala","030617",2018,"HS12",1138.526,7614.074
"ARG","Argentina","HND","Honduras","030617",2018,"HS12",0.024,0.257
"ARG","Argentina","HRV","Croatia","030617",2018,"HS12",7.5,49.935
"ARG","Argentina","IDN","Indonesia","030617",2018,"HS12",694.9,5073.525
"ARG","Argentina","IND","India","030617",2018,"HS12",25.986,205.731
"ARG","Argentina","IRL","Ireland","030617",2018,"HS12",105.148,1177.243
"ARG","Argentina","ISL","Iceland","030617",2018,"HS12",0.892,11.49
"ARG","Argentina","ISR","Israel","030616",2018,"HS12",18.059,160
"ARG","Argentina","ISR","Israel","030617",2018,"HS12",80.391,658.747
"ARG","Argentina","ITA","Italy","030617",2018,"HS12",22276.694,164259.202
"ARG","Argentina","ITA","Italy","160529",2018,"HS12",2.164,21.057
"ARG","Argentina","JOR","Jordan","030617",2018,"HS12",4.224,22.469
"ARG","Argentina","JPN","Japan","030616",2018,"HS12",5.384,77.53
"ARG","Argentina","JPN","Japan","030617",2018,"HS12",11240.368,78540.213
"ARG","Argentina","JPN","Japan","030627",2018,"HS12",0.16,3.864
"ARG","Argentina","KOR","South Korea","030617",2018,"HS12",1204.547,8568.5
"ARG","Argentina","KOR","South Korea","160521",2018,"HS12",38.44,813.397
"ARG","Argentina","LBN","Lebanon","030616",2018,"HS12",0.36,3.612
"ARG","Argentina","LBN","Lebanon","030617",2018,"HS12",62.194,430.729
"ARG","Argentina","LCA","St. Lucia","030617",2018,"HS12",0.218,2.336
"ARG","Argentina","MAR","Morocco","030616",2018,"HS12",180.996,243.345
"ARG","Argentina","MAR","Morocco","030617",2018,"HS12",1101.462,7305.597
"ARG","Argentina","MAR","Morocco","030627",2018,"HS12",0.005,0.167
"ARG","Argentina","MDA","Moldova","030617",2018,"HS12",12.552,115.509
"ARG","Argentina","MKD","North Macedonia","030616",2018,"HS12",7.92,60.046
"ARG","Argentina","MKD","North Macedonia","030617",2018,"HS12",28.064,194.292
"ARG","Argentina","MNE","Montenegro","030617",2018,"HS12",71.942,581.952
"ARG","Argentina","MNG","Mongolia","030617",2018,"HS12",0.176,7.259
"ARG","Argentina","MUS","Mauritius","030617",2018,"HS12",5.178,41.163
"ARG","Argentina","MWI","Malawi","030616",2018,"HS12",0.16,1.213
"ARG","Argentina","MYS","Malaysia","030617",2018,"HS12",294.831,2529.019
"ARG","Argentina","NAM","Namibia","030617",2018,"HS12",7.241,68.797
"ARG","Argentina","NLD","Netherlands","030617",2018,"HS12",298.993,2400.711
"ARG","Argentina","NOR","Norway","030616",2018,"HS12",1.944,23.597
"ARG","Argentina","NOR","Norway","030617",2018,"HS12",142.868,1557.666
"ARG","Argentina","NZL","New Zealand","030617",2018,"HS12",248.617,1736.505
"ARG","Argentina","NZL","New Zealand","160521",2018,"HS12",0.009,0.258
"ARG","Argentina","PER","Peru","030617",2018,"HS12",7886.424,59551.723
"ARG","Argentina","POL","Poland","030616",2018,"HS12",1.152,10.994
"ARG","Argentina","POL","Poland","030617",2018,"HS12",180.808,1372.397
"ARG","Argentina","POL","Poland","160529",2018,"HS12",6.804,70.778
"ARG","Argentina","PRT","Portugal","030617",2018,"HS12",566.327,4751.035
"ARG","Argentina","PRY","Paraguay","030617",2018,"HS12",4.699,37.78
"ARG","Argentina","PSE","Palestinian Territories","030616",2018,"HS12",0.09,0.8
"ARG","Argentina","QAT","Qatar","030617",2018,"HS12",1.186,28.491
"ARG","Argentina","RUS","Russia","030617",2018,"HS12",4926.024,35235.265
"ARG","Argentina","SAU","Saudi Arabia","030617",2018,"HS12",0.8,5.473
"ARG","Argentina","SEN","Senegal","030617",2018,"HS12",24.012,187.247
"ARG","Argentina","SGP","Singapore","030617",2018,"HS12",11.31,118.067
"ARG","Argentina","SGP","Singapore","030627",2018,"HS12",0.11,3.751
"ARG","Argentina","SGP","Singapore","160521",2018,"HS12",7.86,71.164
"ARG","Argentina","SLV","El Salvador","030617",2018,"HS12",0.827,8.529
"ARG","Argentina","SRB","Serbia","030617",2018,"HS12",18.712,142.828
"ARG","Argentina","SRB","Serbia","160521",2018,"HS12",0.648,5.074
"ARG","Argentina","SVK","Slovakia","160529",2018,"HS12",0.012,0.125
"ARG","Argentina","SVN","Slovenia","030616",2018,"HS12",1.314,10.232
"ARG","Argentina","SVN","Slovenia","030617",2018,"HS12",31.485,347.268
"ARG","Argentina","SVN","Slovenia","030626",2018,"HS12",0.024,0.316
"ARG","Argentina","SVN","Slovenia","030627",2018,"HS12",0.024,0.32
"ARG","Argentina","SVN","Slovenia","160529",2018,"HS12",0.004,0.042
"ARG","Argentina","SWE","Sweden","030617",2018,"HS12",0.311,3.34
"ARG","Argentina","SWZ","Eswatini","030617",2018,"HS12",2.836,25.013
"ARG","Argentina","THA","Thailand","030617",2018,"HS12",7452.148,55355.277
"ARG","Argentina","TUN","Tunisia","030617",2018,"HS12",32.846,193.479
"ARG","Argentina","TUR","Turkey","030617",2018,"HS12",12.006,94.082
"ARG","Argentina","TWN","Taiwan","030617",2018,"HS12",2146.48,15330.798
"ARG","Argentina","TWN","Taiwan","160521",2018,"HS12",3.312,53.274
"ARG","Argentina","UKR","Ukraine","030617",2018,"HS12",480.183,3105.756
"ARG","Argentina","URY","Uruguay","030617",2018,"HS12",117.822,1036.034
"ARG","Argentina","USA","United States","030616",2018,"HS12",90.252,838.154
"ARG","Argentina","USA","United States","030617",2018,"HS12",3591.164,33260.764
"ARG","Argentina","USA","United States","160521",2018,"HS12",151.706,1883.282
"ARG","Argentina","VNM","Vietnam","030617",2018,"HS12",4845.198,35723.721
"ARG","Argentina","ZAF","South Africa","030617",2018,"HS12",2442.979,16435.086
"ARG","Argentina","ZMB","Zambia","030617",2018,"HS12",0.504,6.773
"ARM","Armenia","POL","Poland","030617",2018,"HS12",34.715,288.648
"ARM","Armenia","RUS","Russia","160521",2018,"HS12",0.01,0.073
"ATG","Antigua & Barbuda","BIH","Bosnia & Herzegovina","030617",2018,"HS12",0.72,7.929
"ATG","Antigua & Barbuda","MDA","Moldova","030617",2018,"HS12",0.44,3.498
"AUS","Australia","ARE","United Arab Emirates","030617",2018,"HS12",0.057,2.217
"AUS","Australia","AUS","Australia","030617",2018,"HS12",0.42,5.776
"AUS","Australia","AUS","Australia","160529",2018,"HS12",0.5,8.06
"AUS","Australia","AUT","Austria","030617",2018,"HS12",0.126,3.494
"AUS","Australia","BEL","Belgium","030617",2018,"HS12",0.299,7.925
"AUS","Australia","CAN","Canada","030617",2018,"HS12",0.027,0.806
"AUS","Australia","CAN","Canada","160529",2018,"HS12",0.003,0.02
"AUS","Australia","CHE","Switzerland","030617",2018,"HS12",2.842,77.013
"AUS","Australia","CHN","China","030616",2018,"HS12",11.257,855.397
"AUS","Australia","CHN","China","030617",2018,"HS12",1184.655,13226.01
"AUS","Australia","CHN","China","030626",2018,"HS12",0.035,1.182
"AUS","Australia","CHN","China","030627",2018,"HS12",0.083,4.613
"AUS","Australia","CHN","China","160521",2018,"HS12",3.824,51.921
"AUS","Australia","CHN","China","160529",2018,"HS12",13.995,123.264
"AUS","Australia","DEU","Germany","030617",2018,"HS12",0.154,3.16
"AUS","Australia","ESP","Spain","030617",2018,"HS12",58.395,885.216
"AUS","Australia","FRA","France","030617",2018,"HS12",0.344,3.272
"AUS","Australia","IDN","Indonesia","160529",2018,"HS12",1.95,25.352
"AUS","Australia","IND","India","030617",2018,"HS12",5.475,70.001
"AUS","Australia","JPN","Japan","030616",2018,"HS12",20.511,426.851
"AUS","Australia","JPN","Japan","030617",2018,"HS12",904.36,19038.115
"AUS","Australia","JPN","Japan","160521",2018,"HS12",2.472,26.364
"AUS","Australia","KOR","South Korea","030627",2018,"HS12",0.001,0.018
"AUS","Australia","KOR","South Korea","160529",2018,"HS12",0.001,0.029
"AUS","Australia","MDV","Maldives","030617",2018,"HS12",3.44,41.57
"AUS","Australia","MDV","Maldives","030626",2018,"HS12",0.01,0.798
"AUS","Australia","MDV","Maldives","030627",2018,"HS12",0.706,21.818
"AUS","Australia","MDV","Maldives","160521",2018,"HS12",0.154,0.693
"AUS","Australia","MDV","Maldives","160529",2018,"HS12",0.029,1.291
"AUS","Australia","MUS","Mauritius","030617",2018,"HS12",0.05,0.571
"AUS","Australia","MYS","Malaysia","030616",2018,"HS12",0.05,1.399
"AUS","Australia","MYS","Malaysia","030617",2018,"HS12",243.419,1899.363
"AUS","Australia","MYS","Malaysia","030626",2018,"HS12",0.05,1.435
"AUS","Australia","MYS","Malaysia","030627",2018,"HS12",12.964,178.936
"AUS","Australia","MYS","Malaysia","160521",2018,"HS12",8.495,83.755
"AUS","Australia","MYS","Malaysia","160529",2018,"HS12",3.806,165.214
"AUS","Australia","NLD","Netherlands","030617",2018,"HS12",17.505,66.306
"AUS","Australia","NRU","Nauru","030617",2018,"HS12",1.47,24.912
"AUS","Australia","NZL","New Zealand","030616",2018,"HS12",16,244.577
"AUS","Australia","NZL","New Zealand","030617",2018,"HS12",129.597,1995.882
"AUS","Australia","NZL","New Zealand","030627",2018,"HS12",16.02,24.429
"AUS","Australia","NZL","New Zealand","160521",2018,"HS12",0.722,4.194
"AUS","Australia","NZL","New Zealand","160529",2018,"HS12",5.971,16.162
"AUS","Australia","PNG","Papua New Guinea","030616",2018,"HS12",0.35,17.456
"AUS","Australia","PNG","Papua New Guinea","030617",2018,"HS12",4.154,48.475
"AUS","Australia","PNG","Papua New Guinea","030627",2018,"HS12",0.075,1.092
"AUS","Australia","PNG","Papua New Guinea","160521",2018,"HS12",0.35,6.183
"AUS","Australia","PNG","Papua New Guinea","160529",2018,"HS12",0.092,0.783
"AUS","Australia","SGP","Singapore","030616",2018,"HS12",0.234,4.065
"AUS","Australia","SGP","Singapore","030617",2018,"HS12",20.826,204.625
"AUS","Australia","SGP","Singapore","030626",2018,"HS12",0.01,0.215
"AUS","Australia","SGP","Singapore","030627",2018,"HS12",0.341,4.353
"AUS","Australia","SGP","Singapore","160521",2018,"HS12",52.606,351.405
"AUS","Australia","SGP","Singapore","160529",2018,"HS12",0.035,0.893
"AUS","Australia","SLB","Solomon Islands","030616",2018,"HS12",0.157,1.397
"AUS","Australia","SLB","Solomon Islands","030617",2018,"HS12",1.075,8.544
"AUS","Australia","SLB","Solomon Islands","030627",2018,"HS12",1.578,16.173
"AUS","Australia","SYC","Seychelles","030617",2018,"HS12",0.285,3.558
"AUS","Australia","THA","Thailand","030617",2018,"HS12",365.151,2300.296
"AUS","Australia","THA","Thailand","160521",2018,"HS12",17.89,163.729
"AUS","Australia","TWN","Taiwan","030617",2018,"HS12",79.086,1443.127
"AUS","Australia","TWN","Taiwan","160529",2018,"HS12",3.143,19.808
"AUS","Australia","USA","United States","030616",2018,"HS12",1.24,27.896
"AUS","Australia","USA","United States","030617",2018,"HS12",30.356,765.856
"AUS","Australia","USA","United States","030627",2018,"HS12",0.061,5.084
"AUS","Australia","USA","United States","160521",2018,"HS12",34.673,431.26
"AUS","Australia","VNM","Vietnam","030616",2018,"HS12",32.355,253.707
"AUS","Australia","VNM","Vietnam","030617",2018,"HS12",725.93,6326.809
"AUS","Australia","VNM","Vietnam","160521",2018,"HS12",36.05,370.604
"AUS","Australia","VNM","Vietnam","160529",2018,"HS12",9.597,68.465
"AUS","Australia","VUT","Vanuatu","030616",2018,"HS12",0.2,3.96
"AUS","Australia","VUT","Vanuatu","030617",2018,"HS12",3.957,36.859
