"exporter_iso3c","exporter_country","importer_iso3c","importer_country","hs6","year","hs_version","total_q","total_v"
"MAR","Morocco","FRA","France","030616",2018,"HS12",0.075,0.672
"MAR","Morocco","MLI","Mali","030616",2018,"HS12",0.05,0.639
"MAR","Morocco","MNE","Montenegro","030617",2018,"HS12",0.1,0.612
"MAR","Morocco","MUS","Mauritius","160529",2018,"HS12",0.068,1.063
"MAR","Morocco","MYS","Malaysia","030617",2018,"HS12",33.63,412.792
"MAR","Morocco","NGA","Nigeria","160529",2018,"HS12",26,11.503
"MAR","Morocco","NLD","Netherlands","030616",2018,"HS12",311.282,1305.689
"MAR","Morocco","NLD","Netherlands","030617",2018,"HS12",169.578,2331.99
"MAR","Morocco","NLD","Netherlands","030626",2018,"HS12",5.685,37.84
"MAR","Morocco","NLD","Netherlands","030627",2018,"HS12",413.125,8518.007
"MAR","Morocco","NLD","Netherlands","160521",2018,"HS12",7002.876,57589.088
"MAR","Morocco","NLD","Netherlands","160529",2018,"HS12",266.758,85811.027
"MAR","Morocco","NOR","Norway","030626",2018,"HS12",1.296,24.515
"MAR","Morocco","NOR","Norway","160521",2018,"HS12",33.251,643.643
"MAR","Morocco","POL","Poland","030617",2018,"HS12",0.01,0.088
"MAR","Morocco","RUS","Russia","030627",2018,"HS12",0.014,0.77
"MAR","Morocco","SWE","Sweden","030616",2018,"HS12",131.562,285.703
"MAR","Morocco","SWE","Sweden","030627",2018,"HS12",28.268,59.734
"MAR","Morocco","SWE","Sweden","160521",2018,"HS12",401.603,7961.726
"MAR","Morocco","SWE","Sweden","160529",2018,"HS12",230.025,235.011
"MAR","Morocco","USA","United States","030616",2018,"HS12",0.119,5.359
"MAR","Morocco","USA","United States","030617",2018,"HS12",39.966,157.916
"MAR","Morocco","USA","United States","160521",2018,"HS12",1.826,41.319
"MDA","Moldova","ESP","Spain","030617",2018,"HS12",14.22,113.018
"MDA","Moldova","MUS","Mauritius","030617",2018,"HS12",0.005,0.044
"MDG","Madagascar","ARE","United Arab Emirates","030617",2018,"HS12",0.697,10.099
"MDG","Madagascar","ARM","Armenia","030617",2018,"HS12",0.068,1.355
"MDG","Madagascar","AUS","Australia","030617",2018,"HS12",0.024,0.187
"MDG","Madagascar","BEL","Belgium","030617",2018,"HS12",3.882,95.569
"MDG","Madagascar","BEL","Belgium","030626",2018,"HS12",20.537,620.134
"MDG","Madagascar","BEL","Belgium","030627",2018,"HS12",0.418,11.726
"MDG","Madagascar","BEL","Belgium","160529",2018,"HS12",0.112,3.136
"MDG","Madagascar","CAN","Canada","030617",2018,"HS12",4.351,75.335
"MDG","Madagascar","CAN","Canada","030627",2018,"HS12",2.223,50.322
"MDG","Madagascar","CAN","Canada","160521",2018,"HS12",0.006,0.008
"MDG","Madagascar","CHE","Switzerland","030617",2018,"HS12",0.73,20.549
"MDG","Madagascar","CHE","Switzerland","030627",2018,"HS12",3.155,72.991
"MDG","Madagascar","CHN","China","030617",2018,"HS12",74.974,1275.605
"MDG","Madagascar","CHN","China","030627",2018,"HS12",0.434,4.708
"MDG","Madagascar","COG","Congo - Brazzaville","030617",2018,"HS12",0.836,3.052
"MDG","Madagascar","COG","Congo - Brazzaville","030627",2018,"HS12",0.252,1.016
"MDG","Madagascar","COM","Comoros","030617",2018,"HS12",509.587,3292.239
"MDG","Madagascar","COM","Comoros","030627",2018,"HS12",0.405,1.938
"MDG","Madagascar","CZE","Czechia","030627",2018,"HS12",0.004,0.134
"MDG","Madagascar","CZE","Czechia","160529",2018,"HS12",0.125,3.621
"MDG","Madagascar","DEU","Germany","030617",2018,"HS12",0.826,29.457
"MDG","Madagascar","DEU","Germany","030626",2018,"HS12",0.252,8.897
"MDG","Madagascar","ESP","Spain","030617",2018,"HS12",154.169,3591.967
"MDG","Madagascar","FIN","Finland","030617",2018,"HS12",0.05,0.433
"MDG","Madagascar","FRA","France","030616",2018,"HS12",1.039,9.205
"MDG","Madagascar","FRA","France","030617",2018,"HS12",9575.623,82315.186
"MDG","Madagascar","FRA","France","030627",2018,"HS12",18.56,134.961
"MDG","Madagascar","FRA","France","160529",2018,"HS12",0.001,0.016
"MDG","Madagascar","GRC","Greece","030617",2018,"HS12",9.84,143.505
"MDG","Madagascar","JPN","Japan","030617",2018,"HS12",46.164,1450.497
"MDG","Madagascar","MAR","Morocco","030627",2018,"HS12",0.392,7.978
"MDG","Madagascar","MDA","Moldova","030627",2018,"HS12",0.283,8.113
"MDG","Madagascar","MUS","Mauritius","030616",2018,"HS12",22.303,202.922
"MDG","Madagascar","MUS","Mauritius","030617",2018,"HS12",822.123,6958.359
"MDG","Madagascar","MUS","Mauritius","030627",2018,"HS12",9.488,238.374
"MDG","Madagascar","MUS","Mauritius","160529",2018,"HS12",0.043,0.403
"MDG","Madagascar","MYS","Malaysia","030627",2018,"HS12",1.41,442.015
"MDG","Madagascar","NLD","Netherlands","030617",2018,"HS12",67.329,452.153
"MDG","Madagascar","PRT","Portugal","030617",2018,"HS12",335.434,2851.02
"MDG","Madagascar","SGP","Singapore","030617",2018,"HS12",0.76,17.72
"MDG","Madagascar","SGP","Singapore","160521",2018,"HS12",0.002,0.111
"MDG","Madagascar","SYC","Seychelles","030616",2018,"HS12",0.223,2.493
"MDG","Madagascar","SYC","Seychelles","030617",2018,"HS12",0.543,4.979
"MDG","Madagascar","THA","Thailand","030617",2018,"HS12",0.006,0.07
"MDG","Madagascar","THA","Thailand","030627",2018,"HS12",0.002,0.071
"MDG","Madagascar","USA","United States","030617",2018,"HS12",34.149,1280.473
"MDG","Madagascar","VNM","Vietnam","030617",2018,"HS12",6.2,18.506
"MDG","Madagascar","ZAF","South Africa","030617",2018,"HS12",3.096,52.776
"MDG","Madagascar","ZAF","South Africa","030627",2018,"HS12",0.01,0.021
"MDV","Maldives","BEL","Belgium","030616",2018,"HS12",0.019,0.916
"MDV","Maldives","BEL","Belgium","030617",2018,"HS12",0.039,1.33
"MDV","Maldives","BRN","Brunei","030617",2018,"HS12",0.45,3.022
"MDV","Maldives","SGP","Singapore","030617",2018,"HS12",0.07,3.488
"MEX","Mexico","ARE","United Arab Emirates","030616",2018,"HS12",4.779,69.063
"MEX","Mexico","ARE","United Arab Emirates","030617",2018,"HS12",4.059,90.445
"MEX","Mexico","AUT","Austria","030617",2018,"HS12",1.38,12.323
"MEX","Mexico","BEL","Belgium","030617",2018,"HS12",2.84,25.935
"MEX","Mexico","BHS","Bahamas","030617",2018,"HS12",0.011,0.069
"MEX","Mexico","BLZ","Belize","030617",2018,"HS12",0.001,0.164
"MEX","Mexico","CAN","Canada","030616",2018,"HS12",1.201,21.907
"MEX","Mexico","CAN","Canada","030617",2018,"HS12",10.515,137.471
"MEX","Mexico","CAN","Canada","030627",2018,"HS12",0.238,7.857
"MEX","Mexico","CAN","Canada","160521",2018,"HS12",0.005,0.094
"MEX","Mexico","CHN","China","030616",2018,"HS12",0.078,0.313
"MEX","Mexico","CHN","China","030617",2018,"HS12",707.122,7267.747
"MEX","Mexico","CIV","Côte d’Ivoire","160521",2018,"HS12",0.129,1.322
"MEX","Mexico","CZE","Czechia","030617",2018,"HS12",2.644,28.833
"MEX","Mexico","CZE","Czechia","030627",2018,"HS12",0.004,0.052
"MEX","Mexico","CZE","Czechia","160529",2018,"HS12",0.388,5.237
"MEX","Mexico","DEU","Germany","030626",2018,"HS12",1.125,13.156
"MEX","Mexico","ESP","Spain","030617",2018,"HS12",743.524,4661.647
"MEX","Mexico","FRA","France","030616",2018,"HS12",1.478,13.1
"MEX","Mexico","FRA","France","030617",2018,"HS12",1485.376,18531.32
"MEX","Mexico","GBR","United Kingdom","030617",2018,"HS12",43,432.129
"MEX","Mexico","GRC","Greece","030617",2018,"HS12",24,305.351
"MEX","Mexico","GTM","Guatemala","030617",2018,"HS12",32.481,70.606
"MEX","Mexico","IND","India","030616",2018,"HS12",76.725,1674.699
"MEX","Mexico","IND","India","030617",2018,"HS12",4.55,85.851
"MEX","Mexico","ITA","Italy","030617",2018,"HS12",78.328,763.658
"MEX","Mexico","JPN","Japan","030617",2018,"HS12",811.052,9298.933
"MEX","Mexico","LCA","St. Lucia","030627",2018,"HS12",0.006,0.103
"MEX","Mexico","MDA","Moldova","030627",2018,"HS12",0.402,5.086
"MEX","Mexico","MUS","Mauritius","030627",2018,"HS12",0.231,5.224
"MEX","Mexico","MUS","Mauritius","160529",2018,"HS12",0.019,0.226
"MEX","Mexico","MYS","Malaysia","030617",2018,"HS12",19.53,139.812
"MEX","Mexico","NOR","Norway","030617",2018,"HS12",0.044,0.656
"MEX","Mexico","SGP","Singapore","030617",2018,"HS12",0.12,3.668
"MEX","Mexico","SGP","Singapore","160521",2018,"HS12",0.679,12.879
"MEX","Mexico","SVN","Slovenia","030617",2018,"HS12",0.106,1.371
"MEX","Mexico","THA","Thailand","030617",2018,"HS12",161.011,2520.554
"MEX","Mexico","THA","Thailand","030627",2018,"HS12",0.414,25.767
"MEX","Mexico","UKR","Ukraine","030627",2018,"HS12",0.614,8.14
"MEX","Mexico","USA","United States","030616",2018,"HS12",900.387,6722.288
"MEX","Mexico","USA","United States","030617",2018,"HS12",26854.719,280881.973
"MEX","Mexico","USA","United States","030626",2018,"HS12",2.073,29.005
"MEX","Mexico","USA","United States","030627",2018,"HS12",19.866,123.919
"MEX","Mexico","USA","United States","160521",2018,"HS12",70.291,844.622
"MEX","Mexico","USA","United States","160529",2018,"HS12",7.184,411.542
"MEX","Mexico","VNM","Vietnam","030617",2018,"HS12",5256.553,52761.612
"MEX","Mexico","VNM","Vietnam","030627",2018,"HS12",37.568,375.687
"MHL","Marshall Islands","NAM","Namibia","030617",2018,"HS12",0.069,0.657
"MHL","Marshall Islands","TUR","Turkey","030617",2018,"HS12",0.01,0.119
"MKD","North Macedonia","GRC","Greece","030617",2018,"HS12",0.3,2.321
"MKD","North Macedonia","MNE","Montenegro","030616",2018,"HS12",34.747,250.207
"MKD","North Macedonia","SRB","Serbia","030616",2018,"HS12",9.626,79.126
"MKD","North Macedonia","SRB","Serbia","030617",2018,"HS12",21.936,169.604
"MKD","North Macedonia","SRB","Serbia","160521",2018,"HS12",0.746,5.28
"MLI","Mali","FIN","Finland","160521",2018,"HS12",0.018,0.169
"MLI","Mali","FRA","France","030617",2018,"HS12",0.116,27.907
"MLT","Malta","DNK","Denmark","030617",2018,"HS12",0.009,0.136
"MLT","Malta","DNK","Denmark","160521",2018,"HS12",0.017,0.362
"MLT","Malta","GBR","United Kingdom","160521",2018,"HS12",0.02,0.328
"MLT","Malta","ITA","Italy","030616",2018,"HS12",0.23,1.134
"MLT","Malta","ITA","Italy","030617",2018,"HS12",1.427,9.286
"MLT","Malta","LBY","Libya","030617",2018,"HS12",0.216,1.044
"MLT","Malta","NLD","Netherlands","030616",2018,"HS12",0.098,0.791
"MLT","Malta","NLD","Netherlands","030617",2018,"HS12",0.189,1.407
"MLT","Malta","NLD","Netherlands","030626",2018,"HS12",0.255,0.919
"MLT","Malta","NLD","Netherlands","030627",2018,"HS12",0.173,1.472
"MLT","Malta","NLD","Netherlands","160521",2018,"HS12",0.009,0.085
"MLT","Malta","NLD","Netherlands","160529",2018,"HS12",0.061,0.284
"MLT","Malta","PRT","Portugal","030617",2018,"HS12",0.6,4.32
"MMR","Myanmar (Burma)","ARE","United Arab Emirates","030617",2018,"HS12",11.988,132.869
"MMR","Myanmar (Burma)","AUS","Australia","030617",2018,"HS12",4.696,16.286
"MMR","Myanmar (Burma)","AUS","Australia","030627",2018,"HS12",0.041,4.319
"MMR","Myanmar (Burma)","AUS","Australia","160521",2018,"HS12",285.589,2575.333
"MMR","Myanmar (Burma)","AUS","Australia","160529",2018,"HS12",98.471,820.641
"MMR","Myanmar (Burma)","BEL","Belgium","030617",2018,"HS12",39.168,344.604
"MMR","Myanmar (Burma)","BEL","Belgium","160521",2018,"HS12",0.017,0.218
"MMR","Myanmar (Burma)","BEL","Belgium","160529",2018,"HS12",0.008,0.168
"MMR","Myanmar (Burma)","BGD","Bangladesh","030617",2018,"HS12",0.582,2.28
"MMR","Myanmar (Burma)","BGR","Bulgaria","030617",2018,"HS12",2.141,14.077
"MMR","Myanmar (Burma)","BHR","Bahrain","030617",2018,"HS12",8.976,15.105
"MMR","Myanmar (Burma)","CAN","Canada","030617",2018,"HS12",0.151,1.075
"MMR","Myanmar (Burma)","CHE","Switzerland","030617",2018,"HS12",2.568,63.087
"MMR","Myanmar (Burma)","CHN","China","030616",2018,"HS12",10179.919,9371.954
"MMR","Myanmar (Burma)","CHN","China","030617",2018,"HS12",3998.177,26286.936
"MMR","Myanmar (Burma)","CHN","China","030627",2018,"HS12",3321.565,6751.693
"MMR","Myanmar (Burma)","CHN","China","160521",2018,"HS12",524.613,818.124
"MMR","Myanmar (Burma)","CHN","China","160529",2018,"HS12",1396.55,1023.426
"MMR","Myanmar (Burma)","DEU","Germany","030617",2018,"HS12",5.5,33.5
"MMR","Myanmar (Burma)","FRA","France","030617",2018,"HS12",16.887,150.764
"MMR","Myanmar (Burma)","FRA","France","160521",2018,"HS12",1.365,14.419
"MMR","Myanmar (Burma)","FRA","France","160529",2018,"HS12",64.359,782.436
"MMR","Myanmar (Burma)","GBR","United Kingdom","030617",2018,"HS12",15.834,68.156
"MMR","Myanmar (Burma)","GBR","United Kingdom","030627",2018,"HS12",11.885,53.676
"MMR","Myanmar (Burma)","GBR","United Kingdom","160521",2018,"HS12",127.285,1069.031
"MMR","Myanmar (Burma)","ISL","Iceland","160521",2018,"HS12",0.01,0.105
"MMR","Myanmar (Burma)","ITA","Italy","030617",2018,"HS12",1.337,6.966
"MMR","Myanmar (Burma)","ITA","Italy","030627",2018,"HS12",0.25,1.236
"MMR","Myanmar (Burma)","JOR","Jordan","030617",2018,"HS12",4.16,15.078
"MMR","Myanmar (Burma)","JPN","Japan","030616",2018,"HS12",656.418,207.329
"MMR","Myanmar (Burma)","JPN","Japan","030617",2018,"HS12",3664.215,39064.362
"MMR","Myanmar (Burma)","JPN","Japan","160521",2018,"HS12",374.107,3851.827
"MMR","Myanmar (Burma)","JPN","Japan","160529",2018,"HS12",23.503,97.127
"MMR","Myanmar (Burma)","KOR","South Korea","030617",2018,"HS12",3.367,25.062
"MMR","Myanmar (Burma)","KWT","Kuwait","030617",2018,"HS12",1.285,3.156
"MMR","Myanmar (Burma)","LBN","Lebanon","030617",2018,"HS12",1.1,5.217
"MMR","Myanmar (Burma)","MDV","Maldives","030617",2018,"HS12",2.16,3.451
"MMR","Myanmar (Burma)","MYS","Malaysia","030616",2018,"HS12",8.886,64.337
"MMR","Myanmar (Burma)","MYS","Malaysia","030617",2018,"HS12",744.871,4399.735
"MMR","Myanmar (Burma)","MYS","Malaysia","030627",2018,"HS12",1360.876,6981.945
"MMR","Myanmar (Burma)","MYS","Malaysia","160521",2018,"HS12",127.74,624.937
"MMR","Myanmar (Burma)","MYS","Malaysia","160529",2018,"HS12",1.317,12.188
"MMR","Myanmar (Burma)","NOR","Norway","030617",2018,"HS12",1.325,7.882
"MMR","Myanmar (Burma)","NZL","New Zealand","030617",2018,"HS12",2.325,36.419
"MMR","Myanmar (Burma)","OMN","Oman","030617",2018,"HS12",41.803,51.347
"MMR","Myanmar (Burma)","QAT","Qatar","030617",2018,"HS12",47.996,83.266
"MMR","Myanmar (Burma)","QAT","Qatar","030627",2018,"HS12",1.4,6.64
"MMR","Myanmar (Burma)","SAU","Saudi Arabia","030616",2018,"HS12",13.877,92.199
"MMR","Myanmar (Burma)","SAU","Saudi Arabia","030617",2018,"HS12",12.746,21.319
"MMR","Myanmar (Burma)","SAU","Saudi Arabia","030627",2018,"HS12",3.37,7.413
"MMR","Myanmar (Burma)","SGP","Singapore","030617",2018,"HS12",24.673,25.211
"MMR","Myanmar (Burma)","SGP","Singapore","030627",2018,"HS12",162.443,740.553
"MMR","Myanmar (Burma)","SGP","Singapore","160521",2018,"HS12",21.536,166.802
"MMR","Myanmar (Burma)","SGP","Singapore","160529",2018,"HS12",0.99,2.526
"MMR","Myanmar (Burma)","SWE","Sweden","030617",2018,"HS12",20.747,115.125
"MMR","Myanmar (Burma)","THA","Thailand","030616",2018,"HS12",1589.599,5721.25
"MMR","Myanmar (Burma)","THA","Thailand","030617",2018,"HS12",46.825,166.906
"MMR","Myanmar (Burma)","THA","Thailand","030627",2018,"HS12",4341.535,5932.274
"MMR","Myanmar (Burma)","THA","Thailand","160521",2018,"HS12",3.109,42.097
"MMR","Myanmar (Burma)","TWN","Taiwan","030616",2018,"HS12",28.079,86.012
"MMR","Myanmar (Burma)","TWN","Taiwan","030617",2018,"HS12",466.521,2259.256
"MMR","Myanmar (Burma)","TWN","Taiwan","160529",2018,"HS12",0.108,0.265
"MMR","Myanmar (Burma)","USA","United States","030616",2018,"HS12",2.022,26.286
"MMR","Myanmar (Burma)","USA","United States","030617",2018,"HS12",309.234,2527.557
"MMR","Myanmar (Burma)","USA","United States","030627",2018,"HS12",1.771,31.177
"MMR","Myanmar (Burma)","USA","United States","160521",2018,"HS12",32.663,163.099
"MMR","Myanmar (Burma)","USA","United States","160529",2018,"HS12",3.399,23.971
"MMR","Myanmar (Burma)","VNM","Vietnam","030617",2018,"HS12",144.918,1380.561
"MMR","Myanmar (Burma)","VNM","Vietnam","030627",2018,"HS12",1.832,54.656
"MMR","Myanmar (Burma)","ZAF","South Africa","030617",2018,"HS12",19.983,25.257
"MNE","Montenegro","SRB","Serbia","030627",2018,"HS12",0.045,1.276
"MOZ","Mozambique","AGO","Angola","030616",2018,"HS12",0.025,0.078
"MOZ","Mozambique","AGO","Angola","030617",2018,"HS12",0.864,2.29
"MOZ","Mozambique","ARE","United Arab Emirates","030616",2018,"HS12",0.139,6.542
"MOZ","Mozambique","ARE","United Arab Emirates","030617",2018,"HS12",2.052,85.892
"MOZ","Mozambique","AUT","Austria","030617",2018,"HS12",1.078,34.897
"MOZ","Mozambique","CHE","Switzerland","030617",2018,"HS12",0.302,8.344
"MOZ","Mozambique","CHN","China","030616",2018,"HS12",91.33,1183.903
"MOZ","Mozambique","CHN","China","030617",2018,"HS12",239.5,4120.759
"MOZ","Mozambique","CHN","China","030627",2018,"HS12",20,63.279
"MOZ","Mozambique","CHN","China","160529",2018,"HS12",14.283,13.899
"MOZ","Mozambique","CZE","Czechia","030617",2018,"HS12",0.498,26.201
"MOZ","Mozambique","DEU","Germany","030617",2018,"HS12",6.187,218.258
"MOZ","Mozambique","ESP","Spain","030616",2018,"HS12",45.047,334.238
"MOZ","Mozambique","ESP","Spain","030617",2018,"HS12",221.953,2370.983
"MOZ","Mozambique","FRA","France","030617",2018,"HS12",436.43,4347.615
"MOZ","Mozambique","FRA","France","030626",2018,"HS12",10.842,145.767
"MOZ","Mozambique","FRA","France","030627",2018,"HS12",6.642,61.313
"MOZ","Mozambique","JPN","Japan","030617",2018,"HS12",195.442,3165.329
"MOZ","Mozambique","KOR","South Korea","030617",2018,"HS12",1.44,3.625
"MOZ","Mozambique","MUS","Mauritius","030627",2018,"HS12",17.875,54.259
"MOZ","Mozambique","MWI","Malawi","030617",2018,"HS12",0.044,0.652
"MOZ","Mozambique","NAM","Namibia","030617",2018,"HS12",0.009,0.093
"MOZ","Mozambique","PRT","Portugal","030616",2018,"HS12",0.154,1.265
"MOZ","Mozambique","PRT","Portugal","030617",2018,"HS12",2635.571,30171.196
"MOZ","Mozambique","RUS","Russia","030616",2018,"HS12",7.105,61.459
"MOZ","Mozambique","RUS","Russia","030617",2018,"HS12",7.578,61.412
"MOZ","Mozambique","SGP","Singapore","030617",2018,"HS12",0.01,0.05
"MOZ","Mozambique","SVN","Slovenia","030617",2018,"HS12",8.671,167.641
"MOZ","Mozambique","THA","Thailand","030617",2018,"HS12",607.805,4556.491
"MOZ","Mozambique","TUN","Tunisia","030627",2018,"HS12",0.667,21.227
"MOZ","Mozambique","TWN","Taiwan","030617",2018,"HS12",60.071,347.824
"MOZ","Mozambique","ZAF","South Africa","030616",2018,"HS12",8.342,240.406
"MOZ","Mozambique","ZAF","South Africa","030617",2018,"HS12",40.682,697.296
"MOZ","Mozambique","ZAF","South Africa","030627",2018,"HS12",17.843,301.571
"MOZ","Mozambique","ZWE","Zimbabwe","030617",2018,"HS12",2.221,5.139
"MRT","Mauritania","ESP","Spain","030616",2018,"HS12",34.592,106.471
"MRT","Mauritania","ESP","Spain","030617",2018,"HS12",284.244,1239.522
"MRT","Mauritania","ESP","Spain","030627",2018,"HS12",559.004,33.796
"MRT","Mauritania","TUN","Tunisia","030627",2018,"HS12",0.031,0.207
"MUS","Mauritius","ARE","United Arab Emirates","030617",2018,"HS12",18.72,72.163
"MUS","Mauritius","EST","Estonia","160529",2018,"HS12",0.031,0.484
"MUS","Mauritius","FRA","France","030617",2018,"HS12",145.404,934.275
"MUS","Mauritius","GBR","United Kingdom","160529",2018,"HS12",0.168,0.829
"MYS","Malaysia","ARE","United Arab Emirates","030616",2018,"HS12",0.011,0.008
"MYS","Malaysia","ARE","United Arab Emirates","030617",2018,"HS12",279.457,1212.085
"MYS","Malaysia","ARE","United Arab Emirates","030627",2018,"HS12",0.022,0.012
"MYS","Malaysia","ARE","United Arab Emirates","160521",2018,"HS12",14.456,289.778
"MYS","Malaysia","ARE","United Arab Emirates","160529",2018,"HS12",19.611,225.026
"MYS","Malaysia","AUS","Australia","030616",2018,"HS12",88.003,115.073
"MYS","Malaysia","AUS","Australia","030617",2018,"HS12",1884.289,24999.76
"MYS","Malaysia","AUS","Australia","030626",2018,"HS12",1.6,25.024
"MYS","Malaysia","AUS","Australia","030627",2018,"HS12",40.477,563.08
"MYS","Malaysia","AUS","Australia","160521",2018,"HS12",189.494,2043.017
"MYS","Malaysia","AUS","Australia","160529",2018,"HS12",288.609,1683.041
"MYS","Malaysia","AUT","Austria","160521",2018,"HS12",0.48,4.342
"MYS","Malaysia","BEL","Belgium","030617",2018,"HS12",0.018,0.239
"MYS","Malaysia","BEL","Belgium","160521",2018,"HS12",0.088,1.219
"MYS","Malaysia","BEL","Belgium","160529",2018,"HS12",0.048,0.671
"MYS","Malaysia","BHR","Bahrain","030627",2018,"HS12",6,44.269
"MYS","Malaysia","BHS","Bahamas","030617",2018,"HS12",0.8,5.054
"MYS","Malaysia","BRN","Brunei","030616",2018,"HS12",2.017,19.547
"MYS","Malaysia","BRN","Brunei","030617",2018,"HS12",66.051,788.261
"MYS","Malaysia","BRN","Brunei","030626",2018,"HS12",1.209,56.21
"MYS","Malaysia","BRN","Brunei","030627",2018,"HS12",33.177,2101.135
"MYS","Malaysia","BRN","Brunei","160521",2018,"HS12",6.448,39.622
"MYS","Malaysia","BRN","Brunei","160529",2018,"HS12",20.503,224.951
"MYS","Malaysia","CAN","Canada","030617",2018,"HS12",28.975,189.279
"MYS","Malaysia","CAN","Canada","160521",2018,"HS12",0.007,0.067
"MYS","Malaysia","CHN","China","030616",2018,"HS12",25.15,117.515
"MYS","Malaysia","CHN","China","030617",2018,"HS12",4431.893,34631.512
"MYS","Malaysia","CHN","China","030626",2018,"HS12",10.08,170.52
"MYS","Malaysia","CHN","China","030627",2018,"HS12",934.626,9246.152
"MYS","Malaysia","CHN","China","160521",2018,"HS12",33.946,105.745
"MYS","Malaysia","CHN","China","160529",2018,"HS12",66.494,162.93
"MYS","Malaysia","CMR","Cameroon","160521",2018,"HS12",0.032,0.108
"MYS","Malaysia","COD","Congo - Kinshasa","160529",2018,"HS12",0.809,3.592
"MYS","Malaysia","CZE","Czechia","030627",2018,"HS12",0.008,2.738
"MYS","Malaysia","DEU","Germany","030617",2018,"HS12",2.41,42.964
"MYS","Malaysia","DEU","Germany","160521",2018,"HS12",5.441,38.834
"MYS","Malaysia","DNK","Denmark","160529",2018,"HS12",3.236,37.812
"MYS","Malaysia","ESP","Spain","030617",2018,"HS12",29.93,358.798
"MYS","Malaysia","ESP","Spain","030627",2018,"HS12",0.01,0.501
"MYS","Malaysia","ESP","Spain","160529",2018,"HS12",0.003,0.088
"MYS","Malaysia","FIN","Finland","030617",2018,"HS12",0.704,11.972
"MYS","Malaysia","FIN","Finland","160529",2018,"HS12",0.024,0.227
"MYS","Malaysia","FRA","France","030616",2018,"HS12",39,442.786
"MYS","Malaysia","FRA","France","030617",2018,"HS12",704.542,7470.331
"MYS","Malaysia","FRA","France","160521",2018,"HS12",2.563,27.074
"MYS","Malaysia","FRA","France","160529",2018,"HS12",11.063,146.106
"MYS","Malaysia","GBR","United Kingdom","030617",2018,"HS12",11.085,132.092
"MYS","Malaysia","GBR","United Kingdom","160521",2018,"HS12",8.661,181.178
"MYS","Malaysia","GBR","United Kingdom","160529",2018,"HS12",10.972,95.893
"MYS","Malaysia","GRC","Greece","030627",2018,"HS12",0.223,4.27
"MYS","Malaysia","HUN","Hungary","030627",2018,"HS12",0.028,0.602
"MYS","Malaysia","IDN","Indonesia","030617",2018,"HS12",1.498,10.36
"MYS","Malaysia","IDN","Indonesia","160529",2018,"HS12",1.501,4.889
"MYS","Malaysia","IND","India","030617",2018,"HS12",85.96,598.151
"MYS","Malaysia","IRL","Ireland","030627",2018,"HS12",0.001,0.026
"MYS","Malaysia","IRQ","Iraq","030627",2018,"HS12",0.1,0.41
"MYS","Malaysia","ISL","Iceland","160521",2018,"HS12",0.585,4.905
"MYS","Malaysia","ITA","Italy","030617",2018,"HS12",14.9,63.116
"MYS","Malaysia","JPN","Japan","030617",2018,"HS12",1935.436,17784.048
"MYS","Malaysia","JPN","Japan","030627",2018,"HS12",25.079,94.927
"MYS","Malaysia","JPN","Japan","160521",2018,"HS12",77.456,358.255
"MYS","Malaysia","JPN","Japan","160529",2018,"HS12",69.824,320.482
"MYS","Malaysia","KHM","Cambodia","160529",2018,"HS12",0.197,2.401
"MYS","Malaysia","KOR","South Korea","030616",2018,"HS12",5.14,57.534
"MYS","Malaysia","KOR","South Korea","030617",2018,"HS12",4144.343,30292.819
"MYS","Malaysia","KOR","South Korea","030627",2018,"HS12",110.241,161.986
"MYS","Malaysia","KOR","South Korea","160521",2018,"HS12",0.012,0.002
"MYS","Malaysia","KOR","South Korea","160529",2018,"HS12",0.154,1.188
"MYS","Malaysia","KWT","Kuwait","030627",2018,"HS12",10.005,126.736
"MYS","Malaysia","KWT","Kuwait","160521",2018,"HS12",0.06,0.228
"MYS","Malaysia","LBN","Lebanon","160521",2018,"HS12",2.273,15.76
"MYS","Malaysia","LBN","Lebanon","160529",2018,"HS12",8.325,75.743
"MYS","Malaysia","MAR","Morocco","030616",2018,"HS12",22.875,130.636
"MYS","Malaysia","MAR","Morocco","030617",2018,"HS12",21,158.341
"MYS","Malaysia","MDV","Maldives","030617",2018,"HS12",0.25,2.3
"MYS","Malaysia","MDV","Maldives","030627",2018,"HS12",0.015,0.652
"MYS","Malaysia","MMR","Myanmar (Burma)","160521",2018,"HS12",9.926,28.48
"MYS","Malaysia","MMR","Myanmar (Burma)","160529",2018,"HS12",0.51,3.327
"MYS","Malaysia","MUS","Mauritius","030627",2018,"HS12",2.482,34.456
"MYS","Malaysia","MUS","Mauritius","160529",2018,"HS12",0.437,3.724
"MYS","Malaysia","NLD","Netherlands","160521",2018,"HS12",1.056,6.899
"MYS","Malaysia","NOR","Norway","030617",2018,"HS12",1.728,10.472
"MYS","Malaysia","NOR","Norway","160521",2018,"HS12",19.945,299.89
"MYS","Malaysia","NOR","Norway","160529",2018,"HS12",1.08,11.812
"MYS","Malaysia","NZL","New Zealand","030617",2018,"HS12",102.698,1018.477
"MYS","Malaysia","NZL","New Zealand","030627",2018,"HS12",0.989,20.686
"MYS","Malaysia","NZL","New Zealand","160521",2018,"HS12",19.766,305.056
"MYS","Malaysia","NZL","New Zealand","160529",2018,"HS12",13.055,149.531
"MYS","Malaysia","PER","Peru","030617",2018,"HS12",10.008,145.653
