"exporter_iso3c","exporter_country","importer_iso3c","importer_country","hs6","year","hs_version","total_q"
"CHN","China","MDV","Maldives",30627,2018,"HS12",0.02
"CHN","China","MDV","Maldives",160521,2018,"HS12",0.932
"CHN","China","MEX","Mexico",30617,2018,"HS12",48.2
"CHN","China","MEX","Mexico",30627,2018,"HS12",19.55
"CHN","China","MEX","Mexico",160521,2018,"HS12",1536.106
"CHN","China","MEX","Mexico",160529,2018,"HS12",7936.685
"CHN","China","MKD","North Macedonia",30617,2018,"HS12",1.554
"CHN","China","MLI","Mali",30617,2018,"HS12",64.125
"CHN","China","MLI","Mali",160529,2018,"HS12",77.224
"CHN","China","MLT","Malta",30617,2018,"HS12",9.031
"CHN","China","MMR","Myanmar (Burma)",30627,2018,"HS12",12
"CHN","China","MMR","Myanmar (Burma)",160521,2018,"HS12",0.36
"CHN","China","MNE","Montenegro",30617,2018,"HS12",20.581
"CHN","China","MNE","Montenegro",160521,2018,"HS12",0.5
"CHN","China","MNG","Mongolia",30617,2018,"HS12",0.663
"CHN","China","MRT","Mauritania",160521,2018,"HS12",43.835
"CHN","China","MUS","Mauritius",30617,2018,"HS12",23.26
"CHN","China","MUS","Mauritius",30627,2018,"HS12",1.14
"CHN","China","MWI","Malawi",30617,2018,"HS12",0.095
"CHN","China","MYS","Malaysia",30616,2018,"HS12",745.86
"CHN","China","MYS","Malaysia",30617,2018,"HS12",3222.497
"CHN","China","MYS","Malaysia",30627,2018,"HS12",71.226
"CHN","China","MYS","Malaysia",160521,2018,"HS12",1654.208
"CHN","China","MYS","Malaysia",160529,2018,"HS12",969.947
"CHN","China","NGA","Nigeria",30617,2018,"HS12",47.568
"CHN","China","NGA","Nigeria",160529,2018,"HS12",2.21
"CHN","China","NLD","Netherlands",30616,2018,"HS12",22.009
"CHN","China","NLD","Netherlands",30617,2018,"HS12",556.819
"CHN","China","NLD","Netherlands",30627,2018,"HS12",20.04
"CHN","China","NLD","Netherlands",160521,2018,"HS12",5.808
"CHN","China","NLD","Netherlands",160529,2018,"HS12",4.152
"CHN","China","NOR","Norway",30617,2018,"HS12",15.975
"CHN","China","NOR","Norway",160521,2018,"HS12",63.768
"CHN","China","NOR","Norway",160529,2018,"HS12",3.792
"CHN","China","NZL","New Zealand",30616,2018,"HS12",34.955
"CHN","China","NZL","New Zealand",30617,2018,"HS12",779.912
"CHN","China","NZL","New Zealand",30626,2018,"HS12",0.037
"CHN","China","NZL","New Zealand",30627,2018,"HS12",4.161
"CHN","China","NZL","New Zealand",160521,2018,"HS12",690.323
"CHN","China","NZL","New Zealand",160529,2018,"HS12",319.667
"CHN","China","PAN","Panama",30617,2018,"HS12",147.581
"CHN","China","PAN","Panama",160521,2018,"HS12",22.585
"CHN","China","PAN","Panama",160529,2018,"HS12",123.69
"CHN","China","PHL","Philippines",30617,2018,"HS12",828.115
"CHN","China","PHL","Philippines",30627,2018,"HS12",33.673
"CHN","China","PHL","Philippines",160521,2018,"HS12",800.204
"CHN","China","PHL","Philippines",160529,2018,"HS12",634.11
"CHN","China","PLW","Palau",30617,2018,"HS12",0.004
"CHN","China","PNG","Papua New Guinea",30627,2018,"HS12",0.17
"CHN","China","POL","Poland",30617,2018,"HS12",0.245
"CHN","China","POL","Poland",30627,2018,"HS12",0.012
"CHN","China","POL","Poland",160521,2018,"HS12",0.05
"CHN","China","PRK","North Korea",160529,2018,"HS12",0.01
"CHN","China","PRT","Portugal",30617,2018,"HS12",2594.747
"CHN","China","PRT","Portugal",30627,2018,"HS12",12.315
"CHN","China","QAT","Qatar",160521,2018,"HS12",1.483
"CHN","China","RUS","Russia",30617,2018,"HS12",6205.914
"CHN","China","RUS","Russia",30627,2018,"HS12",52.029
"CHN","China","RUS","Russia",160521,2018,"HS12",1473.143
"CHN","China","RUS","Russia",160529,2018,"HS12",330.552
"CHN","China","SAU","Saudi Arabia",30616,2018,"HS12",787.052
"CHN","China","SAU","Saudi Arabia",30617,2018,"HS12",219.561
"CHN","China","SAU","Saudi Arabia",160521,2018,"HS12",923.536
"CHN","China","SAU","Saudi Arabia",160529,2018,"HS12",525.693
"CHN","China","SEN","Senegal",160529,2018,"HS12",187.51
"CHN","China","SGP","Singapore",30616,2018,"HS12",0.8
"CHN","China","SGP","Singapore",30617,2018,"HS12",1341.173
"CHN","China","SGP","Singapore",30627,2018,"HS12",6.606
"CHN","China","SGP","Singapore",160521,2018,"HS12",1862.532
"CHN","China","SGP","Singapore",160529,2018,"HS12",855.883
"CHN","China","SLB","Solomon Islands",30617,2018,"HS12",0.496
"CHN","China","SLB","Solomon Islands",160521,2018,"HS12",0.025
"CHN","China","SLB","Solomon Islands",160529,2018,"HS12",0.189
"CHN","China","SRB","Serbia",30617,2018,"HS12",49.106
"CHN","China","SVK","Slovakia",30616,2018,"HS12",24.75
"CHN","China","SVK","Slovakia",30617,2018,"HS12",38.629
"CHN","China","SVK","Slovakia",30627,2018,"HS12",0.6
"CHN","China","SVK","Slovakia",160521,2018,"HS12",0.835
"CHN","China","SVN","Slovenia",30617,2018,"HS12",130.481
"CHN","China","SWE","Sweden",160521,2018,"HS12",31
"CHN","China","SWZ","Eswatini",30617,2018,"HS12",0.01
"CHN","China","SYC","Seychelles",160529,2018,"HS12",0.055
"CHN","China","THA","Thailand",30616,2018,"HS12",31.524
"CHN","China","THA","Thailand",30617,2018,"HS12",73.217
"CHN","China","THA","Thailand",30627,2018,"HS12",166.229
"CHN","China","THA","Thailand",160521,2018,"HS12",108.649
"CHN","China","THA","Thailand",160529,2018,"HS12",7.568
"CHN","China","TKM","Turkmenistan",160521,2018,"HS12",9.39
"CHN","China","TTO","Trinidad & Tobago",160521,2018,"HS12",38.543
"CHN","China","TUN","Tunisia",30617,2018,"HS12",30.44
"CHN","China","TUR","Turkey",30617,2018,"HS12",287.223
"CHN","China","TUR","Turkey",160521,2018,"HS12",0.097
"CHN","China","TWN","Taiwan",30616,2018,"HS12",309.491
"CHN","China","TWN","Taiwan",30617,2018,"HS12",5686.627
"CHN","China","TWN","Taiwan",30627,2018,"HS12",1056.573
"CHN","China","TWN","Taiwan",160521,2018,"HS12",4218.855
"CHN","China","TWN","Taiwan",160529,2018,"HS12",5275.26
"CHN","China","UGA","Uganda",30616,2018,"HS12",0.355
"CHN","China","UKR","Ukraine",30617,2018,"HS12",716.528
"CHN","China","UKR","Ukraine",160521,2018,"HS12",143.976
"CHN","China","UKR","Ukraine",160529,2018,"HS12",92.097
"CHN","China","USA","United States",30616,2018,"HS12",18.673
"CHN","China","USA","United States",30617,2018,"HS12",9385.218
"CHN","China","USA","United States",30626,2018,"HS12",109.375
"CHN","China","USA","United States",30627,2018,"HS12",944.77
"CHN","China","USA","United States",160521,2018,"HS12",32679.352
"CHN","China","USA","United States",160529,2018,"HS12",8543.869
"CHN","China","UZB","Uzbekistan",30617,2018,"HS12",0.33
"CHN","China","VNM","Vietnam",30616,2018,"HS12",41.667
"CHN","China","VNM","Vietnam",30617,2018,"HS12",2239.684
"CHN","China","VNM","Vietnam",30627,2018,"HS12",17.344
"CHN","China","WSM","Samoa",30617,2018,"HS12",0.403
"CHN","China","YEM","Yemen",160521,2018,"HS12",2.397
"CHN","China","ZAF","South Africa",30616,2018,"HS12",2.55
"CHN","China","ZAF","South Africa",30617,2018,"HS12",13.821
"CHN","China","ZAF","South Africa",30627,2018,"HS12",19.16
"CHN","China","ZAF","South Africa",160521,2018,"HS12",33.631
"CHN","China","ZAF","South Africa",160529,2018,"HS12",3
"CIV","Côte d’Ivoire","ARE","United Arab Emirates",30616,2018,"HS12",0.002
"CIV","Côte d’Ivoire","CAN","Canada",30617,2018,"HS12",0.635
"CIV","Côte d’Ivoire","CAN","Canada",30627,2018,"HS12",0.075
"CIV","Côte d’Ivoire","CAN","Canada",160521,2018,"HS12",0.257
"CIV","Côte d’Ivoire","ESP","Spain",30617,2018,"HS12",29.596
"CIV","Côte d’Ivoire","FRA","France",30617,2018,"HS12",1.336
"CIV","Côte d’Ivoire","FRA","France",30627,2018,"HS12",0.053
"CIV","Côte d’Ivoire","PRT","Portugal",30617,2018,"HS12",30.017
"CIV","Côte d’Ivoire","USA","United States",30616,2018,"HS12",0.05
"CIV","Côte d’Ivoire","USA","United States",30617,2018,"HS12",2.853
"CIV","Côte d’Ivoire","USA","United States",30627,2018,"HS12",2.717
"CIV","Côte d’Ivoire","USA","United States",160529,2018,"HS12",1.828
"CMR","Cameroon","CHN","China",30616,2018,"HS12",63.824
"CMR","Cameroon","CHN","China",30617,2018,"HS12",45.471
"CMR","Cameroon","MYS","Malaysia",30616,2018,"HS12",19.2
"CMR","Cameroon","NLD","Netherlands",30627,2018,"HS12",0.016
"CMR","Cameroon","USA","United States",30627,2018,"HS12",6.283
"CMR","Cameroon","VNM","Vietnam",30616,2018,"HS12",41.392
"CMR","Cameroon","VNM","Vietnam",30617,2018,"HS12",59
"COD","Congo - Kinshasa","FRA","France",30617,2018,"HS12",0.033
"COD","Congo - Kinshasa","FRA","France",30627,2018,"HS12",1.92
"COG","Congo - Brazzaville","DEU","Germany",30616,2018,"HS12",0.068
"COG","Congo - Brazzaville","ESP","Spain",30617,2018,"HS12",461.46
"COL","Colombia","BEL","Belgium",30617,2018,"HS12",162.894
"COL","Colombia","CAN","Canada",30616,2018,"HS12",0.408
"COL","Colombia","CAN","Canada",30627,2018,"HS12",0.099
"COL","Colombia","CHN","China",30617,2018,"HS12",207.3
"COL","Colombia","CHN","China",30627,2018,"HS12",0.16
"COL","Colombia","CIV","Côte d’Ivoire",30617,2018,"HS12",0.042
"COL","Colombia","CIV","Côte d’Ivoire",160521,2018,"HS12",0.201
"COL","Colombia","CIV","Côte d’Ivoire",160529,2018,"HS12",0.051
"COL","Colombia","CZE","Czechia",30617,2018,"HS12",0.288
"COL","Colombia","CZE","Czechia",30627,2018,"HS12",0.064
"COL","Colombia","CZE","Czechia",160529,2018,"HS12",0.172
"COL","Colombia","DEU","Germany",30626,2018,"HS12",0.626
"COL","Colombia","ESP","Spain",30617,2018,"HS12",2162.575
"COL","Colombia","FRA","France",30617,2018,"HS12",2318.78
"COL","Colombia","GBR","United Kingdom",30617,2018,"HS12",0.015
"COL","Colombia","KOR","South Korea",30617,2018,"HS12",40.92
"COL","Colombia","LBN","Lebanon",30627,2018,"HS12",0.032
"COL","Colombia","LBN","Lebanon",160529,2018,"HS12",0.022
"COL","Colombia","MDA","Moldova",30627,2018,"HS12",0.5
"COL","Colombia","MUS","Mauritius",30627,2018,"HS12",0.007
"COL","Colombia","MUS","Mauritius",160529,2018,"HS12",0.13
"COL","Colombia","NLD","Netherlands",30616,2018,"HS12",0.699
"COL","Colombia","NLD","Netherlands",30617,2018,"HS12",0.121
"COL","Colombia","SVN","Slovenia",30617,2018,"HS12",0.295
"COL","Colombia","THA","Thailand",30627,2018,"HS12",1.39
"COL","Colombia","USA","United States",30616,2018,"HS12",3.888
"COL","Colombia","USA","United States",30617,2018,"HS12",31.943
"COL","Colombia","VNM","Vietnam",30627,2018,"HS12",0.182
"CRI","Costa Rica","AUT","Austria",160521,2018,"HS12",0.83
"CRI","Costa Rica","BEL","Belgium",30617,2018,"HS12",964.437
"CRI","Costa Rica","BEL","Belgium",160521,2018,"HS12",15.25
"CRI","Costa Rica","CAN","Canada",30617,2018,"HS12",0.011
"CRI","Costa Rica","CAN","Canada",30627,2018,"HS12",0.484
"CRI","Costa Rica","CHE","Switzerland",30617,2018,"HS12",0.18
"CRI","Costa Rica","DEU","Germany",30627,2018,"HS12",0.044
"CRI","Costa Rica","DNK","Denmark",30617,2018,"HS12",0.045
"CRI","Costa Rica","ESP","Spain",30617,2018,"HS12",174.69
"CRI","Costa Rica","FRA","France",30617,2018,"HS12",25.167
"CRI","Costa Rica","GTM","Guatemala",30617,2018,"HS12",11.133
"CRI","Costa Rica","TWN","Taiwan",30617,2018,"HS12",0.504
"CRI","Costa Rica","USA","United States",30617,2018,"HS12",0.031
"CRI","Costa Rica","USA","United States",30626,2018,"HS12",35.67
"CRI","Costa Rica","USA","United States",30627,2018,"HS12",29.373
"CUB","Cuba","BEL","Belgium",30617,2018,"HS12",52.22
"CUB","Cuba","CAN","Canada",30617,2018,"HS12",25.702
"CUB","Cuba","ESP","Spain",30617,2018,"HS12",2714.546
"CUB","Cuba","FRA","France",30617,2018,"HS12",523.985
"CUB","Cuba","FRA","France",30626,2018,"HS12",150.051
"CUB","Cuba","ITA","Italy",30617,2018,"HS12",440.928
"CUB","Cuba","MDA","Moldova",30627,2018,"HS12",0.044
"CUB","Cuba","NLD","Netherlands",30627,2018,"HS12",0.031
"CUB","Cuba","RUS","Russia",30617,2018,"HS12",347.306
"CUB","Cuba","SVN","Slovenia",30617,2018,"HS12",9.928
"CUB","Cuba","SVN","Slovenia",30627,2018,"HS12",2.993
"CYP","Cyprus","DEU","Germany",30616,2018,"HS12",0.518
"CYP","Cyprus","DEU","Germany",30617,2018,"HS12",0.065
"CYP","Cyprus","ESP","Spain",30617,2018,"HS12",28.706
"CYP","Cyprus","GRC","Greece",30616,2018,"HS12",6.9
"CYP","Cyprus","GRC","Greece",30617,2018,"HS12",22.456
"CYP","Cyprus","MLT","Malta",30617,2018,"HS12",6.386
"CYP","Cyprus","MLT","Malta",30627,2018,"HS12",6.973
"CYP","Cyprus","NLD","Netherlands",30617,2018,"HS12",0.051
"CYP","Cyprus","NLD","Netherlands",160521,2018,"HS12",0.009
"CYP","Cyprus","NLD","Netherlands",160529,2018,"HS12",0.01
"CZE","Czechia","ARE","United Arab Emirates",160521,2018,"HS12",0.064
"CZE","Czechia","AUT","Austria",30616,2018,"HS12",0.046
"CZE","Czechia","AUT","Austria",30617,2018,"HS12",6.221
"CZE","Czechia","AUT","Austria",30627,2018,"HS12",1.176
"CZE","Czechia","AUT","Austria",160521,2018,"HS12",0.182
"CZE","Czechia","AUT","Austria",160529,2018,"HS12",0.003
"CZE","Czechia","BEL","Belgium",30627,2018,"HS12",0.04
"CZE","Czechia","BGR","Bulgaria",30617,2018,"HS12",0.882
"CZE","Czechia","BGR","Bulgaria",160521,2018,"HS12",0.389
"CZE","Czechia","BGR","Bulgaria",160529,2018,"HS12",0.162
"CZE","Czechia","CAN","Canada",30627,2018,"HS12",0.005
"CZE","Czechia","CHE","Switzerland",30617,2018,"HS12",0.005
"CZE","Czechia","CHE","Switzerland",30627,2018,"HS12",0.059
"CZE","Czechia","CHE","Switzerland",160529,2018,"HS12",0.001
"CZE","Czechia","CHN","China",160521,2018,"HS12",3.904
"CZE","Czechia","CHN","China",160529,2018,"HS12",0.022
"CZE","Czechia","DEU","Germany",30617,2018,"HS12",58.38
"CZE","Czechia","DEU","Germany",30627,2018,"HS12",0.691
"CZE","Czechia","DEU","Germany",160521,2018,"HS12",7.268
"CZE","Czechia","DEU","Germany",160529,2018,"HS12",0.561
"CZE","Czechia","DNK","Denmark",30617,2018,"HS12",0.195
"CZE","Czechia","DNK","Denmark",30627,2018,"HS12",0.004
"CZE","Czechia","DNK","Denmark",160521,2018,"HS12",1.784
"CZE","Czechia","DNK","Denmark",160529,2018,"HS12",0.006
"CZE","Czechia","FIN","Finland",30627,2018,"HS12",0.05
"CZE","Czechia","FRA","France",30617,2018,"HS12",0.062
"CZE","Czechia","FRA","France",30627,2018,"HS12",0.002
"CZE","Czechia","GBR","United Kingdom",30627,2018,"HS12",0.286
"CZE","Czechia","HRV","Croatia",30617,2018,"HS12",0.378
"CZE","Czechia","HRV","Croatia",160521,2018,"HS12",0.194
"CZE","Czechia","HUN","Hungary",30617,2018,"HS12",19.65
"CZE","Czechia","HUN","Hungary",160521,2018,"HS12",1.067
"CZE","Czechia","HUN","Hungary",160529,2018,"HS12",0.28
"CZE","Czechia","ISL","Iceland",30627,2018,"HS12",0.002
"CZE","Czechia","ITA","Italy",30617,2018,"HS12",0.12
"CZE","Czechia","ITA","Italy",30627,2018,"HS12",0.536
"CZE","Czechia","KOR","South Korea",160521,2018,"HS12",0.008
"CZE","Czechia","KOR","South Korea",160529,2018,"HS12",0.094
"CZE","Czechia","LTU","Lithuania",30617,2018,"HS12",22.869
"CZE","Czechia","LTU","Lithuania",160521,2018,"HS12",0.124
"CZE","Czechia","NLD","Netherlands",30616,2018,"HS12",0.586
"CZE","Czechia","NLD","Netherlands",30617,2018,"HS12",0.442
"CZE","Czechia","NLD","Netherlands",30626,2018,"HS12",0.032
"CZE","Czechia","NLD","Netherlands",30627,2018,"HS12",0.023
"CZE","Czechia","NLD","Netherlands",160521,2018,"HS12",0.296
"CZE","Czechia","NLD","Netherlands",160529,2018,"HS12",0.126
"CZE","Czechia","POL","Poland",30617,2018,"HS12",14.627
"CZE","Czechia","POL","Poland",160521,2018,"HS12",21.86
"CZE","Czechia","POL","Poland",160529,2018,"HS12",0.083
"CZE","Czechia","QAT","Qatar",160521,2018,"HS12",0.046
"CZE","Czechia","ROU","Romania",30617,2018,"HS12",2.646
"CZE","Czechia","ROU","Romania",30627,2018,"HS12",3.579
"CZE","Czechia","ROU","Romania",160521,2018,"HS12",2.339
"CZE","Czechia","ROU","Romania",160529,2018,"HS12",0.16
"CZE","Czechia","SVK","Slovakia",30616,2018,"HS12",5.607
"CZE","Czechia","SVK","Slovakia",30617,2018,"HS12",114.119
"CZE","Czechia","SVK","Slovakia",30626,2018,"HS12",5.73
"CZE","Czechia","SVK","Slovakia",30627,2018,"HS12",2.724
"CZE","Czechia","SVK","Slovakia",160521,2018,"HS12",41.364
"CZE","Czechia","SVK","Slovakia",160529,2018,"HS12",23.488
"CZE","Czechia","SVN","Slovenia",30627,2018,"HS12",0.002
"CZE","Czechia","SWE","Sweden",30617,2018,"HS12",3
"CZE","Czechia","SWE","Sweden",30627,2018,"HS12",0.042
"CZE","Czechia","SWE","Sweden",160529,2018,"HS12",6.99
"CZE","Czechia","USA","United States",160521,2018,"HS12",1.093
"DEU","Germany","AFG","Afghanistan",30617,2018,"HS12",2.65
"DEU","Germany","AFG","Afghanistan",160521,2018,"HS12",1
"DEU","Germany","ARE","United Arab Emirates",30616,2018,"HS12",1.016
"DEU","Germany","ARE","United Arab Emirates",30617,2018,"HS12",36.25
"DEU","Germany","ARE","United Arab Emirates",30627,2018,"HS12",0.02
"DEU","Germany","ARE","United Arab Emirates",160521,2018,"HS12",1.144
"DEU","Germany","ARE","United Arab Emirates",160529,2018,"HS12",2.486
"DEU","Germany","ARG","Argentina",30617,2018,"HS12",1.743
"DEU","Germany","ARG","Argentina",160521,2018,"HS12",0.1
"DEU","Germany","ARG","Argentina",160529,2018,"HS12",0.918
"DEU","Germany","ARM","Armenia",160521,2018,"HS12",0.012
"DEU","Germany","ARM","Armenia",160529,2018,"HS12",0.042
"DEU","Germany","ATG","Antigua & Barbuda",30617,2018,"HS12",0.104
"DEU","Germany","AUS","Australia",30616,2018,"HS12",0.15
"DEU","Germany","AUS","Australia",30617,2018,"HS12",2.14
"DEU","Germany","AUS","Australia",160521,2018,"HS12",0.25
"DEU","Germany","AUS","Australia",160529,2018,"HS12",0.4
"DEU","Germany","AUT","Austria",30616,2018,"HS12",11.292
"DEU","Germany","AUT","Austria",30617,2018,"HS12",1999.924
"DEU","Germany","AUT","Austria",30626,2018,"HS12",1.592
"DEU","Germany","AUT","Austria",30627,2018,"HS12",2.997
"DEU","Germany","AUT","Austria",160521,2018,"HS12",435.096
"DEU","Germany","AUT","Austria",160529,2018,"HS12",220.491
"DEU","Germany","AZE","Azerbaijan",30617,2018,"HS12",0.069
"DEU","Germany","BEL","Belgium",30616,2018,"HS12",2.451
"DEU","Germany","BEL","Belgium",30617,2018,"HS12",767.795
"DEU","Germany","BEL","Belgium",30626,2018,"HS12",0.373
"DEU","Germany","BEL","Belgium",30627,2018,"HS12",0.457
"DEU","Germany","BEL","Belgium",160521,2018,"HS12",83.693
"DEU","Germany","BEL","Belgium",160529,2018,"HS12",65.299
"DEU","Germany","BGR","Bulgaria",30616,2018,"HS12",41.494
"DEU","Germany","BGR","Bulgaria",30617,2018,"HS12",22.069
"DEU","Germany","BGR","Bulgaria",160521,2018,"HS12",8.97
"DEU","Germany","BGR","Bulgaria",160529,2018,"HS12",16.234
"DEU","Germany","BHR","Bahrain",160529,2018,"HS12",0.013
"DEU","Germany","BLR","Belarus",30616,2018,"HS12",43.996
"DEU","Germany","BLR","Belarus",30626,2018,"HS12",48.458
"DEU","Germany","BRB","Barbados",30617,2018,"HS12",4.544
"DEU","Germany","BRB","Barbados",160529,2018,"HS12",0.54
"DEU","Germany","CAN","Canada",30617,2018,"HS12",4.02
"DEU","Germany","CAN","Canada",30627,2018,"HS12",0.027
"DEU","Germany","CAN","Canada",160521,2018,"HS12",0.32
"DEU","Germany","CAN","Canada",160529,2018,"HS12",0.24
"DEU","Germany","CHE","Switzerland",30616,2018,"HS12",1.441
"DEU","Germany","CHE","Switzerland",30617,2018,"HS12",195.383
"DEU","Germany","CHE","Switzerland",30626,2018,"HS12",0.02
"DEU","Germany","CHE","Switzerland",30627,2018,"HS12",33.934
"DEU","Germany","CHE","Switzerland",160521,2018,"HS12",78.78
"DEU","Germany","CHE","Switzerland",160529,2018,"HS12",262.688
"DEU","Germany","CHL","Chile",30616,2018,"HS12",0.12
"DEU","Germany","CHL","Chile",30617,2018,"HS12",0.89
"DEU","Germany","CHL","Chile",160529,2018,"HS12",0.445
"DEU","Germany","CHN","China",30616,2018,"HS12",42.875
"DEU","Germany","CHN","China",30617,2018,"HS12",0.78
"DEU","Germany","CIV","Côte d’Ivoire",30617,2018,"HS12",0.306
"DEU","Germany","COL","Colombia",30617,2018,"HS12",0.2
"DEU","Germany","COL","Colombia",160529,2018,"HS12",0.15
"DEU","Germany","CRI","Costa Rica",30617,2018,"HS12",0.3
"DEU","Germany","CRI","Costa Rica",160529,2018,"HS12",0.146
"DEU","Germany","CYP","Cyprus",30616,2018,"HS12",0.012
"DEU","Germany","CYP","Cyprus",30617,2018,"HS12",20.559
"DEU","Germany","CYP","Cyprus",30627,2018,"HS12",0.01
"DEU","Germany","CYP","Cyprus",160521,2018,"HS12",15.088
"DEU","Germany","CYP","Cyprus",160529,2018,"HS12",5.98
"DEU","Germany","CZE","Czechia",30616,2018,"HS12",3.53
"DEU","Germany","CZE","Czechia",30617,2018,"HS12",331.014
"DEU","Germany","CZE","Czechia",30626,2018,"HS12",0.375
"DEU","Germany","CZE","Czechia",30627,2018,"HS12",15.787
"DEU","Germany","CZE","Czechia",160521,2018,"HS12",26.204
"DEU","Germany","CZE","Czechia",160529,2018,"HS12",24.121
"DEU","Germany","DNK","Denmark",30616,2018,"HS12",19.277
"DEU","Germany","DNK","Denmark",30617,2018,"HS12",129.098
"DEU","Germany","DNK","Denmark",30626,2018,"HS12",294.193
"DEU","Germany","DNK","Denmark",30627,2018,"HS12",0.3
"DEU","Germany","DNK","Denmark",160521,2018,"HS12",638.212
"DEU","Germany","DNK","Denmark",160529,2018,"HS12",42.543
"DEU","Germany","DOM","Dominican Republic",30616,2018,"HS12",0.91
"DEU","Germany","DOM","Dominican Republic",30617,2018,"HS12",61.658
"DEU","Germany","DOM","Dominican Republic",160521,2018,"HS12",1.87
"DEU","Germany","DOM","Dominican Republic",160529,2018,"HS12",2.932
"DEU","Germany","ESP","Spain",30616,2018,"HS12",1.601
"DEU","Germany","ESP","Spain",30617,2018,"HS12",938.587
"DEU","Germany","ESP","Spain",30626,2018,"HS12",0.188
"DEU","Germany","ESP","Spain",30627,2018,"HS12",1.078
"DEU","Germany","ESP","Spain",160521,2018,"HS12",68.758
"DEU","Germany","ESP","Spain",160529,2018,"HS12",48.24
"DEU","Germany","EST","Estonia",30616,2018,"HS12",0.045
"DEU","Germany","EST","Estonia",30617,2018,"HS12",11.048
"DEU","Germany","EST","Estonia",30626,2018,"HS12",0.021
"DEU","Germany","EST","Estonia",30627,2018,"HS12",0.144
"DEU","Germany","EST","Estonia",160521,2018,"HS12",0.79
"DEU","Germany","EST","Estonia",160529,2018,"HS12",6.069
"DEU","Germany","FIN","Finland",30616,2018,"HS12",0.017
"DEU","Germany","FIN","Finland",30617,2018,"HS12",4.532
"DEU","Germany","FIN","Finland",30627,2018,"HS12",0.002
"DEU","Germany","FIN","Finland",160521,2018,"HS12",1.821
"DEU","Germany","FIN","Finland",160529,2018,"HS12",13.111
"DEU","Germany","FJI","Fiji",30616,2018,"HS12",0.02
"DEU","Germany","FRA","France",30616,2018,"HS12",6.966
"DEU","Germany","FRA","France",30617,2018,"HS12",352.493
"DEU","Germany","FRA","France",30626,2018,"HS12",10.354
"DEU","Germany","FRA","France",30627,2018,"HS12",1.412
"DEU","Germany","FRA","France",160521,2018,"HS12",116.094
"DEU","Germany","FRA","France",160529,2018,"HS12",544.802
"DEU","Germany","GBR","United Kingdom",30616,2018,"HS12",5.68
"DEU","Germany","GBR","United Kingdom",30617,2018,"HS12",116.131
"DEU","Germany","GBR","United Kingdom",30626,2018,"HS12",46.9
"DEU","Germany","GBR","United Kingdom",30627,2018,"HS12",0.315
"DEU","Germany","GBR","United Kingdom",160521,2018,"HS12",87.953
"DEU","Germany","GBR","United Kingdom",160529,2018,"HS12",293.787
"DEU","Germany","GEO","Georgia",30616,2018,"HS12",0.01
"DEU","Germany","GEO","Georgia",30617,2018,"HS12",0.312
"DEU","Germany","GEO","Georgia",160521,2018,"HS12",0.274
"DEU","Germany","GEO","Georgia",160529,2018,"HS12",0.303
"DEU","Germany","GHA","Ghana",30617,2018,"HS12",0.84
"DEU","Germany","GHA","Ghana",160529,2018,"HS12",2.157
"DEU","Germany","GNQ","Equatorial Guinea",30617,2018,"HS12",0.886
"DEU","Germany","GRC","Greece",30616,2018,"HS12",3.638
"DEU","Germany","GRC","Greece",30617,2018,"HS12",176.924
"DEU","Germany","GRC","Greece",30627,2018,"HS12",3.378
"DEU","Germany","GRC","Greece",160521,2018,"HS12",13.958
"DEU","Germany","GRC","Greece",160529,2018,"HS12",18.08
"DEU","Germany","HRV","Croatia",30617,2018,"HS12",1.931
"DEU","Germany","HRV","Croatia",160521,2018,"HS12",3.135
"DEU","Germany","HRV","Croatia",160529,2018,"HS12",1.024
"DEU","Germany","HUN","Hungary",30616,2018,"HS12",0.68
"DEU","Germany","HUN","Hungary",30617,2018,"HS12",25.379
"DEU","Germany","HUN","Hungary",30626,2018,"HS12",0.006
"DEU","Germany","HUN","Hungary",30627,2018,"HS12",0.047
"DEU","Germany","HUN","Hungary",160521,2018,"HS12",15.458
"DEU","Germany","HUN","Hungary",160529,2018,"HS12",9.624
"DEU","Germany","IDN","Indonesia",160529,2018,"HS12",0.021
"DEU","Germany","IND","India",30616,2018,"HS12",0.2
"DEU","Germany","IND","India",30617,2018,"HS12",17.962
"DEU","Germany","IND","India",160521,2018,"HS12",0.25
"DEU","Germany","IND","India",160529,2018,"HS12",0.4
"DEU","Germany","IRL","Ireland",30616,2018,"HS12",0.659
"DEU","Germany","IRL","Ireland",30617,2018,"HS12",15.055
"DEU","Germany","IRL","Ireland",30627,2018,"HS12",0.022
"DEU","Germany","IRL","Ireland",160521,2018,"HS12",6.907
"DEU","Germany","IRL","Ireland",160529,2018,"HS12",6.431
"DEU","Germany","IRQ","Iraq",30617,2018,"HS12",1.086
"DEU","Germany","ISL","Iceland",30616,2018,"HS12",111.596
"DEU","Germany","ISL","Iceland",30617,2018,"HS12",2.947
"DEU","Germany","ISL","Iceland",160521,2018,"HS12",4.398
"DEU","Germany","ISL","Iceland",160529,2018,"HS12",2
"DEU","Germany","ISR","Israel",30617,2018,"HS12",1.006
"DEU","Germany","ITA","Italy",30616,2018,"HS12",9.301
"DEU","Germany","ITA","Italy",30617,2018,"HS12",80.415
"DEU","Germany","ITA","Italy",30627,2018,"HS12",6.311
"DEU","Germany","ITA","Italy",160521,2018,"HS12",246.044
