"exporter_iso3c","exporter_country","importer_iso3c","importer_country","hs6","year","hs_version","total_q"
"AFG","Afghanistan","CAN","Canada",30627,2018,"HS12",0.15
"AGO","Angola","ESP","Spain",30616,2018,"HS12",522.896
"AGO","Angola","ESP","Spain",30617,2018,"HS12",1259.018
"AGO","Angola","NAM","Namibia",30617,2018,"HS12",0.066
"AGO","Angola","PRT","Portugal",30617,2018,"HS12",728.778
"ALB","Albania","CHE","Switzerland",30617,2018,"HS12",0.252
"ALB","Albania","DNK","Denmark",30617,2018,"HS12",18.58
"ALB","Albania","ESP","Spain",30617,2018,"HS12",152.836
"ALB","Albania","EST","Estonia",160529,2018,"HS12",520.464
"ALB","Albania","FRA","France",30617,2018,"HS12",1.698
"ALB","Albania","ITA","Italy",30617,2018,"HS12",152.088
"ALB","Albania","ITA","Italy",160521,2018,"HS12",5.886
"ALB","Albania","ITA","Italy",160529,2018,"HS12",2.189
"ALB","Albania","MNE","Montenegro",30617,2018,"HS12",2.432
"ALB","Albania","SRB","Serbia",30617,2018,"HS12",14.233
"ALB","Albania","SRB","Serbia",30627,2018,"HS12",0.636
"ALB","Albania","SWE","Sweden",160521,2018,"HS12",2202
"ARE","United Arab Emirates","AFG","Afghanistan",30616,2018,"HS12",5.495
"ARE","United Arab Emirates","AFG","Afghanistan",30617,2018,"HS12",24.216
"ARE","United Arab Emirates","AFG","Afghanistan",30626,2018,"HS12",12.662
"ARE","United Arab Emirates","AFG","Afghanistan",30627,2018,"HS12",0.317
"ARE","United Arab Emirates","AFG","Afghanistan",160521,2018,"HS12",13.894
"ARE","United Arab Emirates","AFG","Afghanistan",160529,2018,"HS12",179.585
"ARE","United Arab Emirates","AZE","Azerbaijan",30616,2018,"HS12",4.652
"ARE","United Arab Emirates","AZE","Azerbaijan",30617,2018,"HS12",3.251
"ARE","United Arab Emirates","AZE","Azerbaijan",30626,2018,"HS12",2.42
"ARE","United Arab Emirates","AZE","Azerbaijan",30627,2018,"HS12",3.335
"ARE","United Arab Emirates","BHR","Bahrain",30616,2018,"HS12",1.399
"ARE","United Arab Emirates","BHR","Bahrain",30617,2018,"HS12",117.944
"ARE","United Arab Emirates","BHR","Bahrain",30627,2018,"HS12",22.919
"ARE","United Arab Emirates","BHR","Bahrain",160521,2018,"HS12",0.372
"ARE","United Arab Emirates","BHR","Bahrain",160529,2018,"HS12",25.167
"ARE","United Arab Emirates","CAF","Central African Republic",30617,2018,"HS12",40.18
"ARE","United Arab Emirates","CAN","Canada",160521,2018,"HS12",27.394
"ARE","United Arab Emirates","CHE","Switzerland",30617,2018,"HS12",1.24
"ARE","United Arab Emirates","CHE","Switzerland",160529,2018,"HS12",0.2
"ARE","United Arab Emirates","CHN","China",160521,2018,"HS12",0.98
"ARE","United Arab Emirates","CHN","China",160529,2018,"HS12",1.974
"ARE","United Arab Emirates","DJI","Djibouti",160521,2018,"HS12",8.823
"ARE","United Arab Emirates","DJI","Djibouti",160529,2018,"HS12",0.321
"ARE","United Arab Emirates","EGY","Egypt",30616,2018,"HS12",343.075
"ARE","United Arab Emirates","EGY","Egypt",30617,2018,"HS12",3534.218
"ARE","United Arab Emirates","EGY","Egypt",160521,2018,"HS12",4152.525
"ARE","United Arab Emirates","EGY","Egypt",160529,2018,"HS12",7396.655
"ARE","United Arab Emirates","ERI","Eritrea",30617,2018,"HS12",2
"ARE","United Arab Emirates","ERI","Eritrea",160521,2018,"HS12",2.985
"ARE","United Arab Emirates","ERI","Eritrea",160529,2018,"HS12",2
"ARE","United Arab Emirates","ETH","Ethiopia",30617,2018,"HS12",3.558
"ARE","United Arab Emirates","ETH","Ethiopia",160529,2018,"HS12",96.634
"ARE","United Arab Emirates","FJI","Fiji",30627,2018,"HS12",10.687
"ARE","United Arab Emirates","FRA","France",30616,2018,"HS12",10.828
"ARE","United Arab Emirates","FRA","France",160529,2018,"HS12",21.3
"ARE","United Arab Emirates","GEO","Georgia",30616,2018,"HS12",0.041
"ARE","United Arab Emirates","GEO","Georgia",30617,2018,"HS12",0.636
"ARE","United Arab Emirates","GEO","Georgia",30626,2018,"HS12",1.451
"ARE","United Arab Emirates","GEO","Georgia",30627,2018,"HS12",0.951
"ARE","United Arab Emirates","GEO","Georgia",160529,2018,"HS12",0.039
"ARE","United Arab Emirates","IND","India",30617,2018,"HS12",61.785
"ARE","United Arab Emirates","IND","India",160521,2018,"HS12",33
"ARE","United Arab Emirates","IRN","Iran",30617,2018,"HS12",61.213
"ARE","United Arab Emirates","IRN","Iran",30627,2018,"HS12",0.58
"ARE","United Arab Emirates","IRN","Iran",160521,2018,"HS12",0.1
"ARE","United Arab Emirates","IRQ","Iraq",160521,2018,"HS12",1.669
"ARE","United Arab Emirates","IRQ","Iraq",160529,2018,"HS12",27.195
"ARE","United Arab Emirates","JOR","Jordan",30616,2018,"HS12",18.227
"ARE","United Arab Emirates","JOR","Jordan",30617,2018,"HS12",270.423
"ARE","United Arab Emirates","JOR","Jordan",30627,2018,"HS12",0.686
"ARE","United Arab Emirates","JOR","Jordan",160521,2018,"HS12",2.05
"ARE","United Arab Emirates","KEN","Kenya",30616,2018,"HS12",0.709
"ARE","United Arab Emirates","KEN","Kenya",30617,2018,"HS12",0.526
"ARE","United Arab Emirates","KEN","Kenya",160521,2018,"HS12",0.66
"ARE","United Arab Emirates","KOR","South Korea",30617,2018,"HS12",0.005
"ARE","United Arab Emirates","KOR","South Korea",160529,2018,"HS12",0.012
"ARE","United Arab Emirates","KWT","Kuwait",30616,2018,"HS12",337.253
"ARE","United Arab Emirates","KWT","Kuwait",30617,2018,"HS12",1635.722
"ARE","United Arab Emirates","KWT","Kuwait",30627,2018,"HS12",111.816
"ARE","United Arab Emirates","KWT","Kuwait",160521,2018,"HS12",2.928
"ARE","United Arab Emirates","KWT","Kuwait",160529,2018,"HS12",44.468
"ARE","United Arab Emirates","LBN","Lebanon",30616,2018,"HS12",74.292
"ARE","United Arab Emirates","LBN","Lebanon",30617,2018,"HS12",3.561
"ARE","United Arab Emirates","LBN","Lebanon",160521,2018,"HS12",26.339
"ARE","United Arab Emirates","LBN","Lebanon",160529,2018,"HS12",14.409
"ARE","United Arab Emirates","MAR","Morocco",30616,2018,"HS12",58.2
"ARE","United Arab Emirates","MAR","Morocco",30617,2018,"HS12",264.04
"ARE","United Arab Emirates","MAR","Morocco",160521,2018,"HS12",21.471
"ARE","United Arab Emirates","MAR","Morocco",160529,2018,"HS12",3.38
"ARE","United Arab Emirates","MDV","Maldives",30616,2018,"HS12",2.938
"ARE","United Arab Emirates","MDV","Maldives",30617,2018,"HS12",63.577
"ARE","United Arab Emirates","MDV","Maldives",30626,2018,"HS12",2.904
"ARE","United Arab Emirates","MDV","Maldives",30627,2018,"HS12",11.278
"ARE","United Arab Emirates","MDV","Maldives",160521,2018,"HS12",44.395
"ARE","United Arab Emirates","MDV","Maldives",160529,2018,"HS12",11.835
"ARE","United Arab Emirates","MEX","Mexico",160521,2018,"HS12",10.81
"ARE","United Arab Emirates","MLI","Mali",30617,2018,"HS12",19.203
"ARE","United Arab Emirates","MOZ","Mozambique",160529,2018,"HS12",0.05
"ARE","United Arab Emirates","MUS","Mauritius",30616,2018,"HS12",18.667
"ARE","United Arab Emirates","MUS","Mauritius",30617,2018,"HS12",16.776
"ARE","United Arab Emirates","MYS","Malaysia",30617,2018,"HS12",48
"ARE","United Arab Emirates","MYS","Malaysia",160529,2018,"HS12",27.5
"ARE","United Arab Emirates","NGA","Nigeria",160529,2018,"HS12",16.851
"ARE","United Arab Emirates","OMN","Oman",30616,2018,"HS12",73.918
"ARE","United Arab Emirates","OMN","Oman",30617,2018,"HS12",1228.447
"ARE","United Arab Emirates","OMN","Oman",30627,2018,"HS12",14.876
"ARE","United Arab Emirates","OMN","Oman",160521,2018,"HS12",29.586
"ARE","United Arab Emirates","OMN","Oman",160529,2018,"HS12",78.527
"ARE","United Arab Emirates","PAK","Pakistan",30616,2018,"HS12",0.531
"ARE","United Arab Emirates","PAK","Pakistan",30617,2018,"HS12",11.111
"ARE","United Arab Emirates","PAK","Pakistan",160529,2018,"HS12",39.185
"ARE","United Arab Emirates","SAU","Saudi Arabia",30616,2018,"HS12",1744.881
"ARE","United Arab Emirates","SAU","Saudi Arabia",30617,2018,"HS12",6132.052
"ARE","United Arab Emirates","SAU","Saudi Arabia",30626,2018,"HS12",15.368
"ARE","United Arab Emirates","SAU","Saudi Arabia",30627,2018,"HS12",183.592
"ARE","United Arab Emirates","SAU","Saudi Arabia",160521,2018,"HS12",40.81
"ARE","United Arab Emirates","SAU","Saudi Arabia",160529,2018,"HS12",614.171
"ARE","United Arab Emirates","SDN","Sudan",30617,2018,"HS12",16
"ARE","United Arab Emirates","SEN","Senegal",160529,2018,"HS12",42.585
"ARE","United Arab Emirates","SGP","Singapore",160521,2018,"HS12",0.163
"ARE","United Arab Emirates","SOM","Somalia",160529,2018,"HS12",0.05
"ARE","United Arab Emirates","SYC","Seychelles",30616,2018,"HS12",0.946
"ARE","United Arab Emirates","SYC","Seychelles",30617,2018,"HS12",21.833
"ARE","United Arab Emirates","SYC","Seychelles",30626,2018,"HS12",0.26
"ARE","United Arab Emirates","SYC","Seychelles",30627,2018,"HS12",4.354
"ARE","United Arab Emirates","SYC","Seychelles",160521,2018,"HS12",2.11
"ARE","United Arab Emirates","SYC","Seychelles",160529,2018,"HS12",4.312
"ARE","United Arab Emirates","THA","Thailand",160529,2018,"HS12",0.002
"ARE","United Arab Emirates","TKM","Turkmenistan",30617,2018,"HS12",2.815
"ARE","United Arab Emirates","TUN","Tunisia",30617,2018,"HS12",62.026
"ARE","United Arab Emirates","TUN","Tunisia",160521,2018,"HS12",5.504
"ARE","United Arab Emirates","TUN","Tunisia",160529,2018,"HS12",185.775
"ARE","United Arab Emirates","TUR","Turkey",30617,2018,"HS12",1.1
"ARE","United Arab Emirates","TWN","Taiwan",160529,2018,"HS12",6.16
"ARE","United Arab Emirates","TZA","Tanzania",30617,2018,"HS12",0.148
"ARE","United Arab Emirates","TZA","Tanzania",160521,2018,"HS12",0.3
"ARE","United Arab Emirates","TZA","Tanzania",160529,2018,"HS12",6.95
"ARE","United Arab Emirates","USA","United States",30617,2018,"HS12",36.087
"ARE","United Arab Emirates","USA","United States",160521,2018,"HS12",154.316
"ARE","United Arab Emirates","USA","United States",160529,2018,"HS12",0.012
"ARE","United Arab Emirates","UZB","Uzbekistan",30616,2018,"HS12",1.583
"ARE","United Arab Emirates","UZB","Uzbekistan",30626,2018,"HS12",0.9
"ARE","United Arab Emirates","VNM","Vietnam",30617,2018,"HS12",1301.315
"ARE","United Arab Emirates","VNM","Vietnam",160521,2018,"HS12",1091.36
"ARE","United Arab Emirates","VNM","Vietnam",160529,2018,"HS12",52.3
"ARE","United Arab Emirates","ZAF","South Africa",30617,2018,"HS12",0.027
"ARG","Argentina","AGO","Angola",30617,2018,"HS12",26.088
"ARG","Argentina","ALB","Albania",30617,2018,"HS12",106.488
"ARG","Argentina","ARE","United Arab Emirates",30616,2018,"HS12",2.086
"ARG","Argentina","ARE","United Arab Emirates",30617,2018,"HS12",133.722
"ARG","Argentina","ARE","United Arab Emirates",160529,2018,"HS12",0.17
"ARG","Argentina","ARM","Armenia",30617,2018,"HS12",0.012
"ARG","Argentina","AUS","Australia",30617,2018,"HS12",8.713
"ARG","Argentina","AUS","Australia",160529,2018,"HS12",7.512
"ARG","Argentina","AUT","Austria",30617,2018,"HS12",26.582
"ARG","Argentina","AUT","Austria",30627,2018,"HS12",0.61
"ARG","Argentina","AUT","Austria",160521,2018,"HS12",9.011
"ARG","Argentina","AUT","Austria",160529,2018,"HS12",0.119
"ARG","Argentina","AZE","Azerbaijan",30617,2018,"HS12",1.729
"ARG","Argentina","BEL","Belgium",30617,2018,"HS12",783.494
"ARG","Argentina","BEL","Belgium",30626,2018,"HS12",3.27
"ARG","Argentina","BEL","Belgium",160529,2018,"HS12",0.004
"ARG","Argentina","BIH","Bosnia & Herzegovina",30617,2018,"HS12",12.042
"ARG","Argentina","BLR","Belarus",30617,2018,"HS12",0.504
"ARG","Argentina","BOL","Bolivia",30617,2018,"HS12",15.663
"ARG","Argentina","CAN","Canada",30616,2018,"HS12",21.369
"ARG","Argentina","CAN","Canada",30617,2018,"HS12",41.104
"ARG","Argentina","CAN","Canada",30627,2018,"HS12",4.307
"ARG","Argentina","CAN","Canada",160521,2018,"HS12",1.361
"ARG","Argentina","CHE","Switzerland",30616,2018,"HS12",7.224
"ARG","Argentina","CHE","Switzerland",30617,2018,"HS12",47.369
"ARG","Argentina","CHE","Switzerland",30627,2018,"HS12",0.06
"ARG","Argentina","CHE","Switzerland",160529,2018,"HS12",0.624
"ARG","Argentina","CHL","Chile",30616,2018,"HS12",4.508
"ARG","Argentina","CHL","Chile",30617,2018,"HS12",55.568
"ARG","Argentina","CHN","China",30616,2018,"HS12",567.657
"ARG","Argentina","CHN","China",30617,2018,"HS12",47414.703
"ARG","Argentina","CHN","China",160521,2018,"HS12",0.05
"ARG","Argentina","CRI","Costa Rica",30617,2018,"HS12",262.915
"ARG","Argentina","CZE","Czechia",30616,2018,"HS12",0.11
"ARG","Argentina","CZE","Czechia",30617,2018,"HS12",22.458
"ARG","Argentina","CZE","Czechia",30627,2018,"HS12",0.72
"ARG","Argentina","CZE","Czechia",160529,2018,"HS12",0.6
"ARG","Argentina","DEU","Germany",30616,2018,"HS12",1.598
"ARG","Argentina","DEU","Germany",30617,2018,"HS12",457.48
"ARG","Argentina","DEU","Germany",30627,2018,"HS12",0.759
"ARG","Argentina","DEU","Germany",160521,2018,"HS12",0.514
"ARG","Argentina","DEU","Germany",160529,2018,"HS12",3.422
"ARG","Argentina","DNK","Denmark",30617,2018,"HS12",189.92
"ARG","Argentina","DOM","Dominican Republic",30616,2018,"HS12",81.61
"ARG","Argentina","DOM","Dominican Republic",30617,2018,"HS12",88.795
"ARG","Argentina","DZA","Algeria",30617,2018,"HS12",162.336
"ARG","Argentina","ESP","Spain",30617,2018,"HS12",58696.699
"ARG","Argentina","ESP","Spain",160529,2018,"HS12",8.774
"ARG","Argentina","EST","Estonia",30617,2018,"HS12",1.097
"ARG","Argentina","FIN","Finland",30617,2018,"HS12",0.804
"ARG","Argentina","FRA","France",30616,2018,"HS12",2.134
"ARG","Argentina","FRA","France",30617,2018,"HS12",2271.391
"ARG","Argentina","FRA","France",30626,2018,"HS12",81.793
"ARG","Argentina","FRA","France",160521,2018,"HS12",0.286
"ARG","Argentina","GBR","United Kingdom",30617,2018,"HS12",100.952
"ARG","Argentina","GRC","Greece",30617,2018,"HS12",1041.01
"ARG","Argentina","GTM","Guatemala",30616,2018,"HS12",992.614
"ARG","Argentina","GTM","Guatemala",30617,2018,"HS12",1138.526
"ARG","Argentina","HND","Honduras",30617,2018,"HS12",0.024
"ARG","Argentina","HRV","Croatia",30617,2018,"HS12",7.5
"ARG","Argentina","IDN","Indonesia",30617,2018,"HS12",694.9
"ARG","Argentina","IND","India",30617,2018,"HS12",25.986
"ARG","Argentina","IRL","Ireland",30617,2018,"HS12",105.148
"ARG","Argentina","ISL","Iceland",30617,2018,"HS12",0.892
"ARG","Argentina","ISR","Israel",30616,2018,"HS12",18.059
"ARG","Argentina","ISR","Israel",30617,2018,"HS12",80.391
"ARG","Argentina","ITA","Italy",30617,2018,"HS12",22276.694
"ARG","Argentina","ITA","Italy",160529,2018,"HS12",2.164
"ARG","Argentina","JOR","Jordan",30617,2018,"HS12",4.224
"ARG","Argentina","JPN","Japan",30616,2018,"HS12",5.384
"ARG","Argentina","JPN","Japan",30617,2018,"HS12",11240.368
"ARG","Argentina","JPN","Japan",30627,2018,"HS12",0.16
"ARG","Argentina","KOR","South Korea",30617,2018,"HS12",1204.547
"ARG","Argentina","KOR","South Korea",160521,2018,"HS12",38.44
"ARG","Argentina","LBN","Lebanon",30616,2018,"HS12",0.36
"ARG","Argentina","LBN","Lebanon",30617,2018,"HS12",62.194
"ARG","Argentina","LCA","St. Lucia",30617,2018,"HS12",0.218
"ARG","Argentina","MAR","Morocco",30616,2018,"HS12",180.996
"ARG","Argentina","MAR","Morocco",30617,2018,"HS12",1101.462
"ARG","Argentina","MAR","Morocco",30627,2018,"HS12",0.005
"ARG","Argentina","MDA","Moldova",30617,2018,"HS12",12.552
"ARG","Argentina","MKD","North Macedonia",30616,2018,"HS12",7.92
"ARG","Argentina","MKD","North Macedonia",30617,2018,"HS12",28.064
"ARG","Argentina","MNE","Montenegro",30617,2018,"HS12",71.942
"ARG","Argentina","MNG","Mongolia",30617,2018,"HS12",0.176
"ARG","Argentina","MUS","Mauritius",30617,2018,"HS12",5.178
"ARG","Argentina","MWI","Malawi",30616,2018,"HS12",0.16
"ARG","Argentina","MYS","Malaysia",30617,2018,"HS12",294.831
"ARG","Argentina","NAM","Namibia",30617,2018,"HS12",7.241
"ARG","Argentina","NLD","Netherlands",30617,2018,"HS12",298.993
"ARG","Argentina","NOR","Norway",30616,2018,"HS12",1.944
"ARG","Argentina","NOR","Norway",30617,2018,"HS12",142.868
"ARG","Argentina","NZL","New Zealand",30617,2018,"HS12",248.617
"ARG","Argentina","NZL","New Zealand",160521,2018,"HS12",0.009
"ARG","Argentina","PER","Peru",30617,2018,"HS12",7886.424
"ARG","Argentina","POL","Poland",30616,2018,"HS12",1.152
"ARG","Argentina","POL","Poland",30617,2018,"HS12",180.808
"ARG","Argentina","POL","Poland",160529,2018,"HS12",6.804
"ARG","Argentina","PRT","Portugal",30617,2018,"HS12",566.327
"ARG","Argentina","PRY","Paraguay",30617,2018,"HS12",4.699
"ARG","Argentina","PSE","Palestinian Territories",30616,2018,"HS12",0.09
"ARG","Argentina","QAT","Qatar",30617,2018,"HS12",1.186
"ARG","Argentina","RUS","Russia",30617,2018,"HS12",4926.024
"ARG","Argentina","SAU","Saudi Arabia",30617,2018,"HS12",0.8
"ARG","Argentina","SEN","Senegal",30617,2018,"HS12",24.012
"ARG","Argentina","SGP","Singapore",30617,2018,"HS12",11.31
"ARG","Argentina","SGP","Singapore",30627,2018,"HS12",0.11
"ARG","Argentina","SGP","Singapore",160521,2018,"HS12",7.86
"ARG","Argentina","SLV","El Salvador",30617,2018,"HS12",0.827
"ARG","Argentina","SRB","Serbia",30617,2018,"HS12",18.712
"ARG","Argentina","SRB","Serbia",160521,2018,"HS12",0.648
"ARG","Argentina","SVK","Slovakia",160529,2018,"HS12",0.012
"ARG","Argentina","SVN","Slovenia",30616,2018,"HS12",1.314
"ARG","Argentina","SVN","Slovenia",30617,2018,"HS12",31.485
"ARG","Argentina","SVN","Slovenia",30626,2018,"HS12",0.024
"ARG","Argentina","SVN","Slovenia",30627,2018,"HS12",0.024
"ARG","Argentina","SVN","Slovenia",160529,2018,"HS12",0.004
"ARG","Argentina","SWE","Sweden",30617,2018,"HS12",0.311
"ARG","Argentina","SWZ","Eswatini",30617,2018,"HS12",2.836
"ARG","Argentina","THA","Thailand",30617,2018,"HS12",7452.148
"ARG","Argentina","TUN","Tunisia",30617,2018,"HS12",32.846
"ARG","Argentina","TUR","Turkey",30617,2018,"HS12",12.006
"ARG","Argentina","TWN","Taiwan",30617,2018,"HS12",2146.48
"ARG","Argentina","TWN","Taiwan",160521,2018,"HS12",3.312
"ARG","Argentina","UKR","Ukraine",30617,2018,"HS12",480.183
"ARG","Argentina","URY","Uruguay",30617,2018,"HS12",117.822
"ARG","Argentina","USA","United States",30616,2018,"HS12",90.252
"ARG","Argentina","USA","United States",30617,2018,"HS12",3591.164
"ARG","Argentina","USA","United States",160521,2018,"HS12",151.706
"ARG","Argentina","VNM","Vietnam",30617,2018,"HS12",4845.198
"ARG","Argentina","ZAF","South Africa",30617,2018,"HS12",2442.979
"ARG","Argentina","ZMB","Zambia",30617,2018,"HS12",0.504
"ARM","Armenia","POL","Poland",30617,2018,"HS12",34.715
"ARM","Armenia","RUS","Russia",160521,2018,"HS12",0.01
"ATG","Antigua & Barbuda","BIH","Bosnia & Herzegovina",30617,2018,"HS12",0.72
"ATG","Antigua & Barbuda","MDA","Moldova",30617,2018,"HS12",0.44
"AUS","Australia","ARE","United Arab Emirates",30617,2018,"HS12",0.057
"AUS","Australia","AUS","Australia",30617,2018,"HS12",0.42
"AUS","Australia","AUS","Australia",160529,2018,"HS12",0.5
"AUS","Australia","AUT","Austria",30617,2018,"HS12",0.126
"AUS","Australia","BEL","Belgium",30617,2018,"HS12",0.299
"AUS","Australia","CAN","Canada",30617,2018,"HS12",0.027
"AUS","Australia","CAN","Canada",160529,2018,"HS12",0.003
"AUS","Australia","CHE","Switzerland",30617,2018,"HS12",2.842
"AUS","Australia","CHN","China",30616,2018,"HS12",11.257
"AUS","Australia","CHN","China",30617,2018,"HS12",1184.655
"AUS","Australia","CHN","China",30626,2018,"HS12",0.035
"AUS","Australia","CHN","China",30627,2018,"HS12",0.083
"AUS","Australia","CHN","China",160521,2018,"HS12",3.824
"AUS","Australia","CHN","China",160529,2018,"HS12",13.995
"AUS","Australia","DEU","Germany",30617,2018,"HS12",0.154
"AUS","Australia","ESP","Spain",30617,2018,"HS12",58.395
"AUS","Australia","FRA","France",30617,2018,"HS12",0.344
"AUS","Australia","IDN","Indonesia",160529,2018,"HS12",1.95
"AUS","Australia","IND","India",30617,2018,"HS12",5.475
"AUS","Australia","JPN","Japan",30616,2018,"HS12",20.511
"AUS","Australia","JPN","Japan",30617,2018,"HS12",904.36
"AUS","Australia","JPN","Japan",160521,2018,"HS12",2.472
"AUS","Australia","KOR","South Korea",30627,2018,"HS12",0.001
"AUS","Australia","KOR","South Korea",160529,2018,"HS12",0.001
"AUS","Australia","MDV","Maldives",30617,2018,"HS12",3.44
"AUS","Australia","MDV","Maldives",30626,2018,"HS12",0.01
"AUS","Australia","MDV","Maldives",30627,2018,"HS12",0.706
"AUS","Australia","MDV","Maldives",160521,2018,"HS12",0.154
"AUS","Australia","MDV","Maldives",160529,2018,"HS12",0.029
"AUS","Australia","MUS","Mauritius",30617,2018,"HS12",0.05
"AUS","Australia","MYS","Malaysia",30616,2018,"HS12",0.05
"AUS","Australia","MYS","Malaysia",30617,2018,"HS12",243.419
"AUS","Australia","MYS","Malaysia",30626,2018,"HS12",0.05
"AUS","Australia","MYS","Malaysia",30627,2018,"HS12",12.964
"AUS","Australia","MYS","Malaysia",160521,2018,"HS12",8.495
"AUS","Australia","MYS","Malaysia",160529,2018,"HS12",3.806
"AUS","Australia","NLD","Netherlands",30617,2018,"HS12",17.505
"AUS","Australia","NRU","Nauru",30617,2018,"HS12",1.47
"AUS","Australia","NZL","New Zealand",30616,2018,"HS12",16
"AUS","Australia","NZL","New Zealand",30617,2018,"HS12",129.597
"AUS","Australia","NZL","New Zealand",30627,2018,"HS12",16.02
"AUS","Australia","NZL","New Zealand",160521,2018,"HS12",0.722
"AUS","Australia","NZL","New Zealand",160529,2018,"HS12",5.971
"AUS","Australia","PNG","Papua New Guinea",30616,2018,"HS12",0.35
"AUS","Australia","PNG","Papua New Guinea",30617,2018,"HS12",4.154
"AUS","Australia","PNG","Papua New Guinea",30627,2018,"HS12",0.075
"AUS","Australia","PNG","Papua New Guinea",160521,2018,"HS12",0.35
"AUS","Australia","PNG","Papua New Guinea",160529,2018,"HS12",0.092
"AUS","Australia","SGP","Singapore",30616,2018,"HS12",0.234
"AUS","Australia","SGP","Singapore",30617,2018,"HS12",20.826
"AUS","Australia","SGP","Singapore",30626,2018,"HS12",0.01
"AUS","Australia","SGP","Singapore",30627,2018,"HS12",0.341
"AUS","Australia","SGP","Singapore",160521,2018,"HS12",52.606
"AUS","Australia","SGP","Singapore",160529,2018,"HS12",0.035
"AUS","Australia","SLB","Solomon Islands",30616,2018,"HS12",0.157
"AUS","Australia","SLB","Solomon Islands",30617,2018,"HS12",1.075
"AUS","Australia","SLB","Solomon Islands",30627,2018,"HS12",1.578
"AUS","Australia","SYC","Seychelles",30617,2018,"HS12",0.285
"AUS","Australia","THA","Thailand",30617,2018,"HS12",365.151
"AUS","Australia","THA","Thailand",160521,2018,"HS12",17.89
"AUS","Australia","TWN","Taiwan",30617,2018,"HS12",79.086
"AUS","Australia","TWN","Taiwan",160529,2018,"HS12",3.143
"AUS","Australia","USA","United States",30616,2018,"HS12",1.24
"AUS","Australia","USA","United States",30617,2018,"HS12",30.356
"AUS","Australia","USA","United States",30627,2018,"HS12",0.061
"AUS","Australia","USA","United States",160521,2018,"HS12",34.673
"AUS","Australia","VNM","Vietnam",30616,2018,"HS12",32.355
"AUS","Australia","VNM","Vietnam",30617,2018,"HS12",725.93
"AUS","Australia","VNM","Vietnam",160521,2018,"HS12",36.05
"AUS","Australia","VNM","Vietnam",160529,2018,"HS12",9.597
"AUS","Australia","VUT","Vanuatu",30616,2018,"HS12",0.2
"AUS","Australia","VUT","Vanuatu",30617,2018,"HS12",3.957
"AUS","Australia","VUT","Vanuatu",30627,2018,"HS12",1.5
"AUS","Australia","VUT","Vanuatu",160521,2018,"HS12",0.125
"AUT","Austria","BGR","Bulgaria",160521,2018,"HS12",0.002
"AUT","Austria","CHE","Switzerland",30616,2018,"HS12",0.046
"AUT","Austria","CHE","Switzerland",30617,2018,"HS12",0.884
"AUT","Austria","CHE","Switzerland",30627,2018,"HS12",0.035
"AUT","Austria","CHE","Switzerland",160521,2018,"HS12",1.801
"AUT","Austria","CHE","Switzerland",160529,2018,"HS12",0.021
"AUT","Austria","CYP","Cyprus",30616,2018,"HS12",0.07
"AUT","Austria","CZE","Czechia",30616,2018,"HS12",8.407
"AUT","Austria","CZE","Czechia",30617,2018,"HS12",21.579
"AUT","Austria","CZE","Czechia",30627,2018,"HS12",0.042
"AUT","Austria","CZE","Czechia",160521,2018,"HS12",14.384
"AUT","Austria","CZE","Czechia",160529,2018,"HS12",0.635
"AUT","Austria","DEU","Germany",30616,2018,"HS12",1.506
"AUT","Austria","DEU","Germany",30617,2018,"HS12",55.223
"AUT","Austria","DEU","Germany",30627,2018,"HS12",1.877
"AUT","Austria","DEU","Germany",160521,2018,"HS12",26.943
"AUT","Austria","DEU","Germany",160529,2018,"HS12",2.387
"AUT","Austria","DNK","Denmark",30616,2018,"HS12",0.264
"AUT","Austria","DNK","Denmark",30617,2018,"HS12",1.944
"AUT","Austria","DNK","Denmark",160521,2018,"HS12",2.127
"AUT","Austria","FRA","France",30617,2018,"HS12",0.001
"AUT","Austria","FRA","France",160521,2018,"HS12",0.014
"AUT","Austria","GBR","United Kingdom",30617,2018,"HS12",0.329
"AUT","Austria","GBR","United Kingdom",30626,2018,"HS12",0.074
"AUT","Austria","GBR","United Kingdom",160521,2018,"HS12",0.019
"AUT","Austria","GBR","United Kingdom",160529,2018,"HS12",0.003
"AUT","Austria","GRC","Greece",30617,2018,"HS12",6.075
"AUT","Austria","GRC","Greece",160521,2018,"HS12",2.5
"AUT","Austria","HRV","Croatia",30616,2018,"HS12",0.764
"AUT","Austria","HRV","Croatia",30617,2018,"HS12",3.294
"AUT","Austria","HRV","Croatia",30627,2018,"HS12",0.005
"AUT","Austria","HRV","Croatia",160521,2018,"HS12",0.004
"AUT","Austria","HRV","Croatia",160529,2018,"HS12",0.662
"AUT","Austria","HUN","Hungary",30616,2018,"HS12",110.773
"AUT","Austria","HUN","Hungary",30617,2018,"HS12",119.548
"AUT","Austria","HUN","Hungary",30626,2018,"HS12",0.05
"AUT","Austria","HUN","Hungary",30627,2018,"HS12",0.145
"AUT","Austria","HUN","Hungary",160521,2018,"HS12",9.842
"AUT","Austria","HUN","Hungary",160529,2018,"HS12",0.612
"AUT","Austria","IND","India",30617,2018,"HS12",21
"AUT","Austria","IRL","Ireland",160521,2018,"HS12",2.36
"AUT","Austria","ITA","Italy",30616,2018,"HS12",0.972
"AUT","Austria","ITA","Italy",30617,2018,"HS12",6.262
